Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_T4	rel_flux_C5	rel_flux_C6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_T4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_T4	rel_flux_SNR_C5	rel_flux_SNR_C6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep03-20210522-0233-e91.fits	79	0	59358.030444	2459358.030444	2459358.034813	1.147228	40.700000	-55	NaN	83	16.352042	31.578674	NaN	NaN	1.999790	0.870078	9.704731	15	30	45	0.087188	0.685122	0.191621	0.577400	0.646156	0.041773	0.000110	0.000424	0.000167	0.000283	0.000402	0.000092	795.204035	1615.244151	1145.092705	2039.741821	1606.865000	451.746752	13169138.025004	4053.279341	1031.319552	1038.066477	1031.819552	1010.433523	16.351999	31.577624	1148188.920666	706.858347	1399.976962	820.148440	16564.792969	1624.355043	783.904254	2950	9.552237	9.915914	9.950863	9.880964	339.512188	0.999913	1879.929604	896.639733	1880.429604	1151.860267	16.347049	31.587900	5354190.827189	2484.816659	2154.762931	77573.953125	7574.630546	794.083931	9.173291	9.795951	9.598339	9.993562	84.890883	0.998321	1971.751514	1218.925048	1972.251514	829.574952	16.346522	31.563862	2117688.068496	1710.044797	1238.381633	30802.625000	2995.915769	784.600686	9.429766	9.849445	9.564295	10.134595	82.608728	0.996420	97.005303	1350.071765	97.505303	698.428235	16.357451	31.554618	7603865.593538	2901.656089	2620.526127	96937.992188	10757.269296	798.614129	9.998818	10.137301	10.267865	10.006738	333.356408	0.998144	187.708196	1963.923282	188.208196	84.576718	16.356934	31.508870	5169204.060613	2447.542909	2111.997318	59836.234375	7312.927805	798.060421	10.377025	10.288531	10.222887	10.354176	298.021667	0.999478	1395.916416	1495.059408	1396.416416	553.440592	16.349885	31.543476	528055.068705	1157.601006	456.163277	7946.786621	747.045106	782.429869	9.697247	9.962897	9.827921	10.097873	82.558872	0.999214	0.996171	0.001253
ogg2m001-ep03-20210522-0234-e91.fits	80	0	59358.031490	2459358.031490	2459358.035859	1.150776	40.399000	-55	NaN	83	16.352038	31.578684	NaN	NaN	1.996130	0.870153	9.591783	15	30	45	0.087282	0.685404	0.191610	0.577965	0.645986	0.041741	0.000110	0.000424	0.000167	0.000283	0.000402	0.000092	796.401276	1615.392456	1144.875061	2040.043306	1606.931056	452.698461	13153677.322418	4048.009069	1030.601896	1038.245559	1031.101896	1010.254441	16.351999	31.577622	1148076.972998	706.858347	1397.613155	821.455471	18248.781250	1624.196669	776.293010	3009	9.340607	9.970103	9.981824	9.958381	43.138447	0.998689	1879.185021	896.845018	1879.685021	1151.654982	16.347049	31.587895	5349213.254584	2482.406947	2154.849454	83748.382812	7567.588721	785.964995	9.156040	9.883716	9.711797	10.055635	62.103780	0.996173	1971.007871	1219.110537	1971.507871	829.389463	16.346522	31.563858	2115103.208793	1708.397585	1238.062631	31769.125000	2992.258941	777.644653	9.456261	9.896625	9.618264	10.174986	66.854524	0.993383	96.262940	1350.277543	96.762940	698.222457	16.357451	31.554615	7602364.329487	2900.614089	2620.949942	104771.570312	10755.145442	790.941640	9.794437	10.080748	10.178300	9.983195	22.061170	0.999273	186.989070	1964.100621	187.489070	84.399379	16.356934	31.508870	5162308.980715	2444.622522	2111.699837	69991.210938	7303.173263	787.346267	10.136724	10.211276	10.144636	10.277916	54.650799	0.998441	1395.195279	1495.243462	1395.695279	553.256538	16.349885	31.543473	527051.878326	1152.923061	457.144016	8463.231445	745.625882	774.722562	9.666629	9.904396	9.755636	10.053156	59.316679	0.996072	0.997245	0.001252
ogg2m001-ep03-20210522-0235-e91.fits	81	0	59358.032513	2459358.032513	2459358.036881	1.154285	40.000000	-55	NaN	83	16.352044	31.578651	NaN	NaN	1.996130	0.870228	10.056514	15	30	45	0.087274	0.684414	0.191631	0.578275	0.646806	0.041775	0.000109	0.000424	0.000167	0.000284	0.000403	0.000092	798.205292	1614.607728	1144.917804	2038.803973	1606.598370	454.308616	13114239.469750	4036.768993	1031.791011	1037.803366	1032.291011	1010.696634	16.351999	31.577621	1144529.392083	706.858347	1389.924206	823.447341	14002.689453	1619.177869	761.772753	3087	10.034244	10.463003	10.604355	10.321651	11.930287	0.999127	1880.288088	896.427119	1880.788088	1152.072881	16.347049	31.587892	5328600.000344	2475.831566	2152.246572	67020.132812	7538.426932	773.126788	9.720310	10.264709	10.162721	10.366697	61.545359	0.998676	1972.151356	1218.658152	1972.651356	829.841848	16.346522	31.563858	2108955.824320	1703.274731	1238.177133	26989.593750	2983.562171	763.620940	9.632274	10.250096	10.040941	10.459252	67.691511	0.996716	97.449430	1349.816511	97.949430	698.683489	16.357451	31.554616	7583630.647646	2895.951038	2618.701266	86110.046875	10728.642704	778.021560	10.314381	10.591728	10.828272	10.355184	351.558728	0.997823	188.125780	1963.658179	188.625780	84.841821	16.356934	31.508868	5150800.873016	2439.436818	2111.471318	56816.496094	7286.892621	775.985596	10.584385	10.706246	10.771066	10.641425	15.153502	0.999803	1396.339968	1494.758241	1396.839968	553.741759	16.349885	31.543475	525882.772070	1146.195950	458.807041	6755.107910	743.971935	762.702927	10.053492	10.413069	10.412589	10.413550	45.111732	0.999440	0.997153	0.001249
ogg2m001-ep03-20210522-0236-e91.fits	82	0	59358.033534	2459358.033534	2459358.037902	1.157852	40.000000	-55	NaN	83	16.352038	31.578697	NaN	NaN	1.996130	0.870291	10.181286	15	30	45	0.087324	0.684418	0.191935	0.577703	0.646127	0.041814	0.000109	0.000424	0.000167	0.000283	0.000402	0.000092	799.769513	1616.057404	1146.961260	2039.808443	1607.568493	454.702891	13132821.744175	4039.209338	1030.603365	1038.398888	1031.103365	1010.101112	16.352000	31.577622	1146811.759829	706.858347	1389.869565	825.121859	15919.526367	1622.406759	759.080985	3004	10.081240	10.379089	10.509783	10.248395	15.609720	0.999133	1879.175244	897.000201	1879.675244	1151.499799	16.347049	31.587900	5336171.321265	2476.625951	2154.613344	70320.398438	7549.138160	769.885562	9.722893	10.257786	10.133363	10.382209	64.278469	0.998486	1971.014800	1219.252880	1971.514800	829.247120	16.346522	31.563864	2114748.462623	1704.564865	1240.638304	27269.763672	2991.757078	762.703857	9.897113	10.311264	10.066874	10.555653	72.079953	0.996585	96.369255	1350.374700	96.869255	698.125300	16.357451	31.554614	7586867.480244	2896.360464	2619.448640	90510.046875	10733.221885	776.287099	10.575921	10.590495	10.803103	10.377886	355.832178	0.998355	187.091964	1964.186373	187.591964	84.313627	16.356933	31.508868	5154810.960462	2440.998688	2111.763101	57545.722656	7292.565734	773.830859	10.744533	10.717149	10.751021	10.683276	30.089985	0.999838	1395.202105	1495.373600	1395.702105	553.126400	16.349885	31.543476	527090.999825	1147.832742	459.205406	7349.910645	745.681227	760.974414	10.066015	10.352533	10.210745	10.494321	71.227648	0.998807	0.997728	0.001248
ogg2m001-ep03-20210522-0237-e91.fits	83	0	59358.034556	2459358.034556	2459358.038924	1.161493	40.100000	-55	NaN	83	16.352043	31.578643	NaN	NaN	1.995522	0.870367	9.876431	15	30	45	0.087279	0.684939	0.191403	0.577719	0.646959	0.041688	0.000109	0.000423	0.000167	0.000283	0.000402	0.000092	799.507570	1619.290482	1147.301441	2043.980653	1610.935624	453.804076	13192259.756630	4049.932668	1031.534039	1037.664043	1032.034039	1010.835957	16.352000	31.577623	1151409.260884	706.858347	1396.095276	824.735447	16518.031250	1628.910892	767.988208	2993	9.754330	9.965848	10.249657	9.682040	359.312755	0.996759	1880.102413	896.292378	1880.602413	1152.207622	16.347049	31.587897	5362740.241948	2483.070332	2159.721444	74683.921875	7586.725494	777.675771	9.497124	9.835363	9.899722	9.771005	29.662815	0.999342	1971.945122	1218.520382	1972.445122	829.979618	16.346522	31.563863	2119379.424338	1708.347388	1240.602140	31178.595703	2998.308548	771.796385	9.611772	9.856906	9.815184	9.898628	52.422849	0.998908	97.231959	1349.724470	97.731959	698.775530	16.357451	31.554611	7621419.810031	2903.274890	2625.111330	95420.125000	10782.103432	784.368695	10.019481	10.082680	10.415687	9.749673	352.563319	0.995339	187.949600	1963.464399	188.449600	85.035601	16.356934	31.508872	5182186.989672	2447.565641	2117.282128	65991.296875	7331.294893	782.712370	10.425406	10.238831	10.418378	10.059284	2.214662	0.998763	1396.134691	1494.695231	1396.634691	553.804769	16.349885	31.543473	527953.100672	1152.079849	458.260859	7794.704102	746.900851	770.533283	9.950472	9.971772	10.074209	9.869334	18.278822	0.999346	0.997214	0.001247
ogg2m001-ep03-20210522-0238-e91.fits	84	0	59358.035577	2459358.035577	2459358.039945	1.165195	39.700000	-55	NaN	83	16.352041	31.578674	NaN	NaN	1.995522	0.870443	9.391851	15	30	45	0.087032	0.684796	0.191544	0.577849	0.646746	0.041720	0.000109	0.000423	0.000167	0.000282	0.000401	0.000092	798.562084	1620.652327	1148.801289	2045.502834	1612.501915	455.432113	13201922.190111	4048.870002	1031.218017	1038.102948	1031.718017	1010.397052	16.351999	31.577622	1148992.360493	706.858347	1395.008541	823.645395	21137.812500	1625.491678	767.692648	3066	9.188932	9.546916	9.663581	9.430251	26.571885	0.998340	1879.780822	896.705619	1880.280822	1151.794381	16.347049	31.587896	5366004.888146	2483.428886	2160.724198	92282.320312	7591.344023	776.934885	8.974117	9.440825	9.320166	9.561485	59.760919	0.997310	1971.609835	1218.955822	1972.109835	829.544178	16.346522	31.563860	2122248.361998	1708.317277	1242.303401	35593.964844	3002.367265	770.208051	9.168925	9.449725	9.242009	9.657440	63.483245	0.994661	96.898492	1350.110192	97.398492	698.389808	16.357452	31.554614	7628719.650558	2904.364715	2626.639696	115935.171875	10792.430594	780.907614	9.620543	9.699600	9.897845	9.501355	2.048496	0.998322	187.576194	1963.913932	188.076194	84.586068	16.356934	31.508868	5184945.780191	2446.643494	2119.207720	78067.398438	7335.197783	779.541359	10.053193	9.864613	9.877182	9.852045	41.849770	0.999461	1395.750665	1495.069717	1396.250665	553.430283	16.349885	31.543474	528723.159775	1149.572510	459.930240	9531.271484	747.990261	767.193455	9.345396	9.504985	9.413453	9.596517	55.081406	0.996878	0.994393	0.001245
ogg2m001-ep03-20210522-0239-e91.fits	85	0	59358.036599	2459358.036599	2459358.040968	1.168957	40.200000	-55	NaN	83	16.352040	31.578659	NaN	NaN	1.995522	0.870519	9.613301	15	30	45	0.087199	0.685349	0.191745	0.577834	0.646473	0.041464	0.000109	0.000422	0.000167	0.000282	0.000401	0.000091	801.618706	1622.182418	1151.143448	2047.025116	1613.731892	454.081656	13210366.901393	4047.695586	1031.010433	1037.950387	1031.510433	1010.549613	16.352000	31.577618	1151934.856123	706.858347	1392.990432	826.951018	19253.919922	1629.654458	762.076356	3025	9.371716	9.662169	9.845443	9.478895	11.892988	0.998282	1879.628765	896.566928	1880.128765	1151.933072	16.347050	31.587894	5372010.983822	2483.638758	2162.959878	89058.070312	7599.840910	771.285451	9.344621	9.534753	9.504031	9.565474	53.285705	0.999490	1971.451998	1218.802312	1971.951998	829.697688	16.346523	31.563860	2125476.927792	1707.036587	1245.126756	34391.703125	3006.934751	763.683956	9.422694	9.567345	9.397743	9.736948	69.369410	0.997777	96.688933	1349.966792	97.188933	698.533208	16.357451	31.554607	7633399.739933	2904.335036	2628.277952	112571.796875	10799.051566	776.257709	9.775294	9.760590	9.969114	9.552066	358.388145	0.998170	187.419924	1963.782316	187.919924	84.717684	16.356933	31.508864	5186930.924933	2446.574470	2120.078906	77716.554688	7338.006188	774.485707	10.170154	9.871729	9.889487	9.853972	39.329973	0.999665	1395.630635	1494.943459	1396.130635	553.556541	16.349885	31.543472	525948.064847	1147.029876	458.530397	8869.690430	744.064305	761.370851	9.595326	9.559853	9.574546	9.545161	42.268634	0.998957	0.996302	0.001243
ogg2m001-ep03-20210522-0240-e91.fits	86	0	59358.037621	2459358.037621	2459358.041989	1.172779	41.000000	-55	NaN	83	16.352045	31.578643	NaN	NaN	1.995522	0.870595	9.823649	15	30	45	0.087002	0.684895	0.191531	0.577622	0.646776	0.041680	0.000108	0.000422	0.000166	0.000282	0.000400	0.000091	802.479708	1623.707024	1151.083220	2048.433311	1615.332630	457.697582	13223491.322910	4047.578595	1031.958042	1037.672749	1032.458042	1010.827251	16.351999	31.577622	1150474.173209	706.858347	1389.726800	827.841971	17218.794922	1627.588014	754.355029	3041	9.617417	9.675947	9.929420	9.422473	358.244305	0.997248	1880.447018	896.287134	1880.947018	1152.212866	16.347050	31.587895	5375231.858640	2483.392259	2164.471537	81614.640625	7604.397516	764.207831	9.399233	9.593656	9.594664	9.592648	44.304096	0.999925	1972.292864	1218.549438	1972.792864	829.950562	16.346523	31.563859	2125595.864828	1707.607470	1244.780139	31820.541016	3007.103012	756.464803	9.771565	9.650640	9.544903	9.756377	69.454038	0.999155	97.632019	1349.691016	98.132019	698.808984	16.357451	31.554615	7638179.428001	2904.784962	2629.516308	111542.929688	10805.813442	768.589721	9.990373	9.756946	10.009370	9.504521	351.290719	0.997063	188.361804	1963.525677	188.861804	84.974323	16.356933	31.508869	5193563.843645	2447.360561	2122.108171	77024.898438	7347.389849	766.902356	10.251759	9.909483	9.983575	9.835392	11.279272	0.999738	1396.532929	1494.637864	1397.032929	553.862136	16.349885	31.543476	529099.755797	1144.621501	462.248661	8370.918945	748.523036	752.321080	9.911544	9.653842	9.738363	9.569321	9.380532	0.999658	0.994051	0.001239
ogg2m001-ep03-20210522-0241-e91.fits	87	0	59358.038641	2459358.038641	2459358.043009	1.176664	41.500000	-55	NaN	83	16.352040	31.578692	NaN	NaN	1.995522	0.870671	9.617015	15	30	45	0.087258	0.684716	0.191785	0.577579	0.646239	0.041770	0.000109	0.000422	0.000167	0.000282	0.000401	0.000091	801.911091	1621.746527	1150.534595	2045.927617	1613.412797	456.757627	13186502.702895	4041.190447	1030.944053	1038.372513	1031.444053	1010.127487	16.351999	31.577619	1150621.527242	706.858347	1390.844528	827.282636	17477.732422	1627.796477	750.118461	2892	9.406643	9.757137	9.999313	9.514962	9.828116	0.997225	1879.497081	896.993665	1879.997081	1151.506335	16.347050	31.587893	5359363.707661	2479.021899	2161.886392	78592.937500	7581.948675	758.931698	9.292637	9.704910	9.679398	9.730423	50.127546	0.999128	1971.331435	1219.244733	1971.831435	829.255267	16.346523	31.563858	2122004.239902	1705.271208	1244.379328	31567.935547	3002.021903	753.181549	9.323676	9.753468	9.650522	9.856414	61.631608	0.998519	96.585224	1350.367983	97.085224	698.132017	16.357451	31.554613	7616251.392077	2899.997575	2626.295779	98858.476562	10774.791617	765.963659	10.009313	9.977580	10.279444	9.675717	357.431485	0.996316	187.296665	1964.201835	187.796665	84.298165	16.356934	31.508868	5176423.993218	2442.139556	2119.626612	66256.164062	7323.141921	762.348018	10.148969	10.075260	10.223459	9.927060	11.114932	0.998990	1395.517699	1495.345251	1396.017699	553.154749	16.349885	31.543474	528710.762113	1146.156687	461.290125	7935.011719	747.972722	748.133092	9.520851	9.795960	9.821640	9.770281	40.791376	0.998717	0.996967	0.001243
ogg2m001-ep03-20210522-0242-e91.fits	88	0	59358.039662	2459358.039662	2459358.044031	1.180600	41.700000	-55	NaN	83	16.352043	31.578631	NaN	NaN	1.995522	0.870748	10.250058	15	30	45	0.087218	0.684750	0.191808	0.577990	0.646000	0.041834	0.000109	0.000423	0.000167	0.000283	0.000401	0.000091	800.932377	1619.480166	1149.385107	2043.657630	1611.064912	457.574315	13150755.084531	4035.550594	1031.558483	1037.546338	1032.058483	1010.953662	16.351999	31.577620	1146981.965412	706.858347	1388.130663	826.278099	14399.119141	1622.647551	750.406969	3061	10.136607	10.342641	10.487047	10.198235	359.406328	0.999220	1880.127660	896.128165	1880.627660	1152.371835	16.347049	31.587895	5344994.289153	2476.293340	2158.465721	70694.195312	7561.620106	759.404526	9.809932	10.186287	10.082998	10.289576	63.769224	0.998892	1971.990753	1218.412840	1972.490753	830.087160	16.346522	31.563858	2116464.408497	1702.404730	1243.220470	28400.974609	2994.184644	751.902063	9.898023	10.194921	9.965543	10.424298	74.014054	0.997189	97.221842	1349.591220	97.721842	698.908780	16.357451	31.554612	7601000.277942	2897.014864	2623.735340	91656.859375	10753.215704	763.283004	10.526140	10.499175	10.756270	10.242079	347.691859	0.997101	187.896472	1963.398829	188.396472	85.101171	16.356934	31.508869	5161234.101810	2439.231488	2115.926318	60503.515625	7301.652620	762.943141	10.791761	10.661824	10.753961	10.569688	0.517210	0.999701	1396.129027	1494.513384	1396.629027	553.986616	16.349885	31.543475	528062.285071	1142.631948	462.145563	7179.747070	747.055315	749.389603	10.337887	10.353762	10.316393	10.391131	60.801672	0.999810	0.996515	0.001244
ogg2m001-ep03-20210522-0243-e91.fits	89	0	59358.040685	2459358.040685	2459358.045053	1.184628	41.500000	-55	NaN	83	16.352041	31.578659	NaN	NaN	1.995522	0.870824	9.663858	15	30	45	0.087253	0.684833	0.191623	0.578067	0.646350	0.041805	0.000109	0.000422	0.000167	0.000283	0.000401	0.000091	802.866838	1620.969358	1150.395746	2045.654494	1612.581531	457.613539	13171586.840736	4038.209754	1031.255836	1037.950206	1031.755836	1010.549794	16.351999	31.577618	1149257.431434	706.858347	1387.400316	828.353157	18177.455078	1625.866676	749.073747	2983	9.375267	9.921235	10.062430	9.780040	9.205768	0.999100	1879.718556	896.563573	1880.218556	1151.936427	16.347050	31.587892	5353845.249083	2478.123091	2160.443631	82219.445312	7574.141653	757.560781	9.327667	9.837817	9.725906	9.949727	64.575676	0.998702	1971.559368	1218.816345	1972.059368	829.683655	16.346523	31.563857	2118097.320988	1702.231966	1244.305925	32242.062500	2996.494743	751.246684	9.438931	9.881794	9.644000	10.119588	69.728074	0.995994	96.904879	1349.930848	97.404879	698.569152	16.357451	31.554612	7614059.057856	2899.060538	2626.388431	107236.328125	10771.690098	763.206919	9.866442	10.110274	10.306507	9.914042	352.452922	0.998385	187.604961	1963.746267	188.104961	84.753733	16.356934	31.508868	5171106.665623	2441.448135	2118.048953	71181.656250	7315.619441	762.138608	10.267070	10.242667	10.271649	10.213685	28.454977	0.999893	1395.789169	1494.894241	1396.289169	553.605759	16.349885	31.543474	528537.605042	1143.582662	462.177001	8285.560547	747.727755	746.969543	9.707768	9.964158	9.901735	10.026581	57.747011	0.999153	0.996913	0.001242
ogg2m001-ep03-20210522-0244-e91.fits	90	0	59358.041706	2459358.041706	2459358.046074	1.188694	41.399000	-55	NaN	83	16.352042	31.578654	NaN	NaN	1.995522	0.870901	9.867346	15	30	45	0.087085	0.684909	0.191590	0.577643	0.646350	0.041800	0.000108	0.000422	0.000166	0.000282	0.000401	0.000091	803.413586	1622.032403	1151.375251	2046.081239	1613.543416	458.809206	13166122.563157	4033.660987	1031.305106	1037.833325	1031.805106	1010.666675	16.351999	31.577621	1146573.910636	706.858347	1383.221564	828.915584	16112.140625	1622.070271	738.458016	2982	9.795860	10.083808	10.113316	10.054301	40.327134	0.998701	1879.921181	896.452083	1880.421181	1152.047917	16.347049	31.587893	5351977.199531	2475.943908	2161.590649	72329.304688	7571.498903	746.711597	9.488062	9.984415	9.793171	10.175659	65.214508	0.996513	1971.714282	1218.691157	1972.214282	829.808843	16.346522	31.563859	2116916.318109	1699.783790	1245.403286	28372.542969	2994.823966	741.106111	9.528427	10.017614	9.690315	10.344913	69.396443	0.992472	96.968242	1349.859541	97.468242	698.640459	16.357451	31.554615	7605322.238004	2896.074594	2626.079540	91155.484375	10759.330027	751.971897	10.097708	10.261676	10.381193	10.142160	8.662863	0.999405	187.643135	1963.631111	188.143135	84.868889	16.356934	31.508875	5168964.826510	2439.536315	2118.830859	62377.285156	7312.589358	750.375535	10.405602	10.348703	10.275807	10.421600	60.704397	0.999269	1395.876475	1494.802745	1396.376475	553.697255	16.349885	31.543475	528264.219006	1139.965069	463.403865	7505.760742	747.340993	737.777529	9.888416	10.119698	9.939961	10.299434	63.073343	0.996376	0.994998	0.001238
ogg2m001-ep03-20210522-0245-e91.fits	91	0	59358.042728	2459358.042728	2459358.047096	1.192824	41.600000	-55	NaN	83	16.352046	31.578619	NaN	NaN	1.995522	0.870965	9.494162	15	30	45	0.087100	0.684749	0.191501	0.576726	0.646668	0.041802	0.000108	0.000421	0.000166	0.000281	0.000400	0.000091	804.959966	1626.237687	1154.334676	2050.017912	1617.732533	461.220010	13219246.155349	4039.116063	1031.985990	1037.360907	1032.485990	1011.139093	16.351999	31.577621	1151397.592804	706.858347	1386.439612	830.470785	20127.351562	1628.894385	736.021867	3050	9.331845	9.540356	9.749195	9.331517	6.722405	0.997976	1880.575458	895.954782	1881.075458	1152.545218	16.347049	31.587895	5372826.222150	2479.701833	2166.722689	94885.187500	7600.994237	745.679761	9.007741	9.360678	9.318528	9.402827	52.411500	0.998761	1972.386111	1218.189485	1972.886111	830.310515	16.346522	31.563861	2124631.186874	1701.641438	1248.577485	39215.937500	3005.738272	738.669196	9.154659	9.387430	9.210197	9.564664	65.345118	0.996648	97.660366	1349.379270	98.160366	699.120730	16.357451	31.554615	7623881.843766	2898.978194	2629.851394	115635.476562	10785.586498	749.194834	9.796646	9.695669	10.014094	9.377244	357.712898	0.995667	188.354163	1963.178419	188.854163	85.321581	16.356934	31.508872	5191369.639840	2444.098279	2124.042917	84975.859375	7344.285685	748.607954	10.140474	9.842196	9.950376	9.734017	13.020979	0.999402	1396.584617	1494.334922	1397.084617	554.165078	16.349885	31.543475	530419.106484	1138.568142	465.865052	9859.083984	750.389535	735.431208	9.533609	9.494793	9.532982	9.456605	39.674304	0.998106	0.995168	0.001236
ogg2m001-ep03-20210522-0246-e91.fits	92	0	59358.043748	2459358.043748	2459358.048116	1.197037	41.000000	-55	NaN	83	16.352039	31.578666	NaN	NaN	1.995522	0.871042	9.479044	15	30	45	0.087238	0.684961	0.191542	0.577932	0.646965	0.041571	0.000108	0.000421	0.000166	0.000282	0.000400	0.000090	807.683337	1626.641546	1155.142502	2051.439999	1618.326074	460.161747	13206674.008910	4033.882704	1030.880452	1037.954357	1031.380452	1010.545643	16.351999	31.577624	1152117.259561	706.858347	1382.357610	833.443713	20653.289062	1629.912506	729.378041	3108	9.272701	9.457884	9.574277	9.341491	16.845218	0.999125	1879.436108	896.571624	1879.936108	1151.928376	16.347049	31.587897	5368704.437413	2477.692635	2166.816158	90968.132812	7595.163104	738.596693	9.126651	9.267051	9.091464	9.442639	64.596275	0.996407	1971.247694	1218.776217	1971.747694	829.723783	16.346522	31.563865	2122991.441873	1699.011080	1249.545378	37149.957031	3003.418508	733.254709	9.068525	9.303322	9.030772	9.575872	68.992815	0.993792	96.551398	1349.975506	97.051398	698.524494	16.357451	31.554617	7632557.786108	2899.612495	2632.268208	116424.539062	10797.860445	743.245920	9.813538	9.619518	9.815854	9.423183	353.325600	0.998241	187.237454	1963.825222	187.737454	84.674778	16.356934	31.508869	5187877.657214	2441.395408	2124.964125	78446.007812	7339.345540	742.535600	9.958451	9.756189	9.743578	9.768800	51.133617	0.999852	1395.468156	1494.984326	1395.968156	553.515674	16.349885	31.543473	527100.472409	1134.106998	464.771378	9178.046875	745.694628	730.670130	9.634398	9.416102	9.372648	9.459557	51.693879	0.998411	0.996738	0.001234
ogg2m001-ep03-20210522-0247-e91.fits	93	0	59358.044768	2459358.044768	2459358.049136	1.201319	40.299000	-55	NaN	83	16.352045	31.578631	NaN	NaN	1.995522	0.871120	9.846380	15	30	45	0.087179	0.685442	0.191530	0.578415	0.646335	0.041649	0.000108	0.000422	0.000166	0.000282	0.000400	0.000091	806.501339	1626.061157	1155.141872	2051.409375	1617.258134	460.161735	13196414.955173	4032.640165	1031.828640	1037.495443	1032.328640	1011.004557	16.351999	31.577624	1150448.885265	706.858347	1382.467947	832.170386	17275.033203	1627.552239	727.006555	3003	9.705082	9.777914	10.088276	9.467551	9.072260	0.995546	1880.384283	896.086063	1880.884283	1152.413937	16.347049	31.587898	5366767.535277	2476.911314	2166.717680	79211.539062	7592.422948	737.372238	9.404426	9.616209	9.562468	9.669951	51.283639	0.997361	1972.240672	1218.351824	1972.740672	830.148176	16.346522	31.563860	2121225.831357	1697.427777	1249.670743	32163.189453	3000.920680	729.478844	9.552840	9.625619	9.515955	9.735283	55.931766	0.996257	97.548324	1349.492690	98.048324	699.007310	16.357451	31.554619	7633008.432486	2898.975234	2633.002291	99071.656250	10798.497979	740.666276	10.119699	9.982128	10.330825	9.633430	0.264372	0.995130	188.231266	1963.338642	188.731266	85.161358	16.356934	31.508871	5180785.390132	2440.705589	2122.658880	69876.398438	7329.312035	740.313214	10.364861	10.097192	10.278710	9.915673	13.369149	0.998380	1396.374932	1494.472419	1396.874932	554.027581	16.349885	31.543476	527636.198407	1135.249846	464.775397	8166.048828	746.452526	727.394785	9.931369	9.766981	9.816337	9.717626	38.109970	0.998200	0.996069	0.001235
