 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	Variance_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	Variance_C5	BJD_TDB
11	ogg2m001-ep04-20210522-0165-e91.fits.fz	11.000000	0.000000	59357.972623	2459357.972623	NaN	NaN	NaN	NaN	NaN	1.029993	9.143271	10.000000	60.000000	90.000000	0.260785	0.331376	0.211557	0.366813	0.445327	0.000925	0.001256	0.001016	0.001332	0.001516	281.900599	263.824780	208.272948	275.347217	293.817691	1394041.314047	2279.241503	1047.913776	1042.177135	1048.413776	1006.322865	16.352008	31.577268	363545.588766	314.159265	1144.476064	317.652418	9496.781250	1157.201550	2934.841832	12039.000000	7.213301	8.139522	8.052665	8.226379	53.208340	0.994299	2107533.429847	1902.147281	988.424076	1902.647281	1060.075924	16.347059	31.581283	346973.341774	1141.139127	304.058755	10653.295898	1104.450449	2959.363667	6.392991	7.870865	7.582280	8.159449	69.478512	0.990572	2220152.102942	2039.364957	1021.776082	2039.864957	1026.723918	16.346264	31.578816	243422.042677	1089.317048	223.462988	8253.527344	798.504437	2956.494730	6.420647	11.700512	11.072571	12.328454	88.278106	0.988504	1436354.026224	1279.022922	1817.823981	1279.522922	230.676019	16.350666	31.519860	374120.497490	1151.296657	324.955775	9391.153320	1190.862530	2950.316696	7.973905	8.366197	8.093448	8.638947	61.907531	0.986302	1985700.439699	300.147246	1341.662679	300.647246	706.837321	16.356337	31.555030	429525.432106	1175.009660	365.550554	9512.138672	1367.221914	2950.438436	8.391454	8.451115	8.421812	8.480419	47.410959	0.993194	2458672.273807	2459357.976974
12	ogg2m001-ep04-20210522-0166-e91.fits.fz	12.000000	0.000000	59357.974754	2459357.974754	NaN	NaN	NaN	NaN	NaN	1.031983	8.758497	10.000000	60.000000	90.000000	0.262530	0.329797	0.211445	0.365442	0.448895	0.000932	0.001260	0.001020	0.001337	0.001533	281.579209	261.775863	207.333229	273.388340	292.862509	1382028.489279	2271.759004	1048.064555	1041.763011	1048.564555	1006.736989	16.352007	31.577267	362824.393621	314.159265	1142.199752	317.654065	9975.406250	1154.905914	2920.575794	12063.000000	6.888830	8.262847	8.112626	8.413068	61.856728	0.995711	2037536.046549	1902.306293	988.026480	1902.806293	1060.473520	16.347059	31.581279	342750.557980	1137.420320	301.340280	10742.428711	1091.008911	2946.104892	6.205875	7.991516	7.728825	8.254206	69.113735	0.992246	2091110.876781	2039.518213	1021.393163	2040.018213	1027.106837	16.346264	31.578811	241218.253874	1084.153330	222.494593	8420.460938	795.411343	2943.128926	6.087162	11.654762	10.894152	12.415372	87.567437	0.982985	1410879.084820	1279.129291	1817.552934	1279.629291	230.947066	16.350666	31.519852	369881.027990	1147.673454	322.287691	9372.891602	1177.367879	2938.684232	7.496804	8.385317	8.081734	8.688900	63.963212	0.986159	1915678.504576	300.244695	1341.291162	300.744695	707.208838	16.356337	31.555028	428178.649435	1172.442403	365.202289	9752.037109	1362.934972	2936.069782	7.970541	8.597795	8.592529	8.603062	45.582863	0.996374	2364741.883399	2459357.979105
13	ogg2m001-ep04-20210522-0167-e91.fits.fz	13.000000	0.000000	59357.976888	2459357.976888	NaN	NaN	NaN	NaN	NaN	1.034132	9.183750	10.000000	60.000000	90.000000	0.264077	0.333855	0.210051	0.365915	0.445563	0.000936	0.001271	0.001023	0.001340	0.001528	282.253051	262.743208	205.357123	273.010541	291.636062	1376493.256610	2268.376714	1047.769229	1041.940791	1048.269229	1006.559209	16.352008	31.577266	363500.595569	314.159265	1140.058653	318.843767	9302.942383	1157.058332	2905.582197	11963.000000	7.320252	8.435285	8.317777	8.552793	64.967553	0.998117	1857251.995136	1901.950683	988.211681	1902.450683	1060.288319	16.347060	31.581281	344527.154404	1135.629531	303.379883	9949.493164	1096.663993	2927.418854	6.504650	8.241894	8.019602	8.464186	75.307324	0.996173	1884966.125601	2039.189421	1021.589115	2039.689421	1026.910885	16.346264	31.578812	238943.425047	1085.741181	220.074019	7925.701660	779.424719	2926.284137	6.545102	11.819654	11.330370	12.308938	86.314201	0.993055	1243592.933869	1278.877834	1817.700130	1279.377834	230.799870	16.350666	31.519850	368749.077325	1144.942386	322.067802	8748.344727	1173.764768	2922.214247	8.176617	8.656788	8.441812	8.871764	62.695882	0.992655	1693260.820514	299.976131	1341.449060	300.476131	707.050940	16.356337	31.555026	424273.599834	1168.824839	362.991601	8841.034180	1350.504813	2921.289064	8.613633	8.851628	8.887323	8.815932	38.214355	0.998819	2033346.807025	2459357.981239
14	ogg2m001-ep04-20210522-0168-e91.fits.fz	14.000000	0.000000	59357.979022	2459357.979022	NaN	NaN	NaN	NaN	NaN	1.036441	9.243551	10.000000	60.000000	90.000000	0.266081	0.333757	0.210990	0.365430	0.444882	0.000932	0.001262	0.001018	0.001330	0.001516	285.502130	264.453445	207.207013	274.657600	293.423397	1385441.973083	2268.352662	1047.721157	1042.256833	1048.221157	1006.243167	16.352007	31.577264	368639.430648	314.159265	1141.445774	322.958338	9735.635742	1173.415752	2897.719921	11889.000000	7.459053	8.203739	8.233232	8.174246	40.432452	0.997949	2078585.963143	1901.860110	988.576226	1902.360110	1059.923774	16.347059	31.581274	346690.446419	1135.371289	305.354248	10619.089844	1103.549965	2919.361883	6.470172	7.905634	7.758974	8.052294	63.485085	0.996196	2160636.113915	2039.085904	1021.929093	2039.585904	1026.570907	16.346264	31.578807	241385.062353	1086.553311	222.156667	8223.220703	784.933885	2916.800245	6.465356	11.786045	11.334456	12.237633	82.569446	0.993733	1352528.303658	1278.820005	1817.997738	1279.320005	230.502262	16.350665	31.519849	370786.001565	1144.705060	323.914006	9220.065430	1180.248500	2914.048745	8.078721	8.425868	8.350732	8.501003	51.038082	0.992734	1893965.722529	299.951402	1341.757687	300.451402	706.742313	16.356337	31.555025	426580.462746	1168.506767	365.064606	9556.355469	1357.847785	2911.364393	8.560702	8.557797	8.711329	8.404264	23.603509	0.997212	2302492.475126	2459357.983373
15	ogg2m001-ep04-20210522-0169-e91.fits.fz	15.000000	0.000000	59357.981156	2459357.981156	NaN	NaN	NaN	NaN	NaN	1.038913	9.437321	10.000000	60.000000	90.000000	0.263089	0.333026	0.209976	0.365788	0.446789	0.000931	0.001264	0.001018	0.001335	0.001525	282.689105	263.510152	206.200060	274.085414	293.051264	1380628.618345	2265.896511	1047.815789	1041.939612	1048.315789	1006.560388	16.352008	31.577261	363228.752656	314.159265	1138.247280	319.112340	9008.849609	1156.193029	2892.480239	11840.000000	7.566769	8.399842	8.494330	8.305355	32.841047	0.997016	1846096.802583	1901.993425	988.247380	1902.493425	1060.252620	16.347059	31.581275	344918.241464	1134.276185	304.086647	9840.971680	1097.908862	2916.079915	6.650021	8.153132	8.037828	8.268437	66.916308	0.998333	1920262.104292	2039.211076	1021.592569	2039.711076	1026.907431	16.346264	31.578808	239590.347123	1084.225366	220.978364	7671.700684	782.059786	2914.044829	6.771159	11.790720	11.357143	12.224297	85.524127	0.994472	1258420.657205	1278.942064	1817.704430	1279.442064	230.795570	16.350665	31.519846	369762.316426	1143.703198	323.302686	8622.062500	1176.990009	2910.921074	8.309051	8.565843	8.503187	8.628500	50.432646	0.993977	1729271.124368	300.007135	1341.417718	300.507135	707.082282	16.356337	31.555022	426357.713331	1167.948151	365.048494	9268.493164	1357.138752	2907.697805	8.646052	8.762421	8.985031	8.539810	19.612766	0.995703	2112868.871361	2459357.985506
16	ogg2m001-ep04-20210522-0170-e91.fits.fz	16.000000	0.000000	59357.983288	2459357.983288	NaN	NaN	NaN	NaN	NaN	1.041544	9.417419	10.000000	60.000000	90.000000	0.263006	0.332927	0.209848	0.366062	0.446780	0.000936	0.001271	0.001026	0.001343	0.001534	280.886238	261.870697	204.565412	272.522026	291.283399	1369127.034291	2261.266107	1047.698508	1042.113766	1048.198508	1006.386234	16.352007	31.577261	360089.286116	314.159265	1135.676144	317.070397	9048.481445	1146.199797	2883.030799	12051.000000	7.480571	8.499943	8.551176	8.448710	39.639595	0.995801	1734019.517703	1901.845787	988.424870	1902.345787	1060.075130	16.347059	31.581274	341968.910146	1131.573092	302.206647	9601.958984	1088.520849	2906.280977	6.650769	8.295614	8.184520	8.406708	56.017090	0.994905	1771589.295291	2039.053967	1021.787746	2039.553967	1026.712254	16.346264	31.578806	237474.854198	1083.589013	219.155834	7833.562500	771.497560	2903.828952	6.709418	11.889091	11.446465	12.331717	88.959280	0.994464	1166176.227032	1278.777138	1817.860527	1279.277138	230.639473	16.350665	31.519843	366883.326350	1140.886044	321.577539	8441.614258	1167.825899	2900.673815	8.131069	8.700603	8.651377	8.749829	48.437577	0.991065	1626110.734562	299.884937	1341.632289	300.384937	706.867711	16.356337	31.555018	422799.943597	1164.938038	362.937710	8721.978516	1345.814019	2898.266762	8.677946	8.893852	9.008946	8.778757	33.909834	0.995302	1976124.469459	2459357.987639
17	ogg2m001-ep04-20210522-0171-e91.fits.fz	17.000000	0.000000	59357.985420	2459357.985420	NaN	NaN	NaN	NaN	NaN	1.044344	9.237878	10.000000	60.000000	90.000000	0.259768	0.331408	0.210737	0.364034	0.449585	0.000925	0.001258	0.001020	0.001328	0.001529	280.721503	263.401973	206.696338	274.056268	294.045567	1379338.892889	2260.551798	1047.515849	1042.268823	1048.015849	1006.231177	16.352008	31.577261	358308.100580	314.159265	1133.281478	316.168672	9552.080078	1140.530107	2872.968171	12042.000000	7.139814	8.204831	8.494081	7.915581	6.310942	0.994792	1939740.752195	1901.661337	988.577131	1902.161337	1059.922869	16.347060	31.581274	343338.634358	1130.571605	303.685881	10297.931641	1092.880816	2895.910293	6.566215	8.029884	8.062529	7.997239	38.828174	0.998553	2035215.908060	2038.962922	1022.012583	2039.462922	1026.487417	16.346264	31.578801	240083.771142	1083.680020	221.544890	8219.233398	777.959438	2891.517648	6.384817	11.825101	11.440709	12.209494	87.707072	0.995755	1242770.829012	1278.640624	1818.025067	1279.140624	230.474933	16.350665	31.519847	368118.262013	1139.835918	322.957240	8906.589844	1171.756821	2889.574657	8.101610	8.549535	8.657548	8.441522	28.357177	0.997881	1773630.651131	299.706269	1341.756635	300.206269	706.743365	16.356337	31.555021	427798.225377	1165.467276	367.061550	9245.520508	1361.724044	2886.532245	8.579518	8.752770	9.133321	8.372218	3.660496	0.992343	2209270.395387	2459357.989771
18	ogg2m001-ep04-20210522-0172-e91.fits.fz	18.000000	0.000000	59357.987552	2459357.987552	NaN	NaN	NaN	NaN	NaN	1.047310	9.558130	10.000000	60.000000	90.000000	0.263574	0.331429	0.212178	0.363412	0.448202	0.000925	0.001251	0.001017	0.001320	0.001517	285.033760	264.868354	208.664476	275.332040	295.357894	1385114.774926	2257.920447	1047.545269	1042.027754	1048.045269	1006.472246	16.352007	31.577267	365080.824355	314.159265	1134.175898	321.890833	9730.221680	1162.088356	2858.402398	12022.000000	7.898710	8.225076	8.392493	8.057660	345.529329	0.997838	2015687.301115	1901.673683	988.371780	1902.173683	1060.128220	16.347059	31.581277	344792.837454	1128.958483	305.407898	10677.278320	1097.509688	2880.410778	6.639291	7.807119	7.791221	7.823017	304.440788	0.999872	2159079.248196	2038.925627	1021.720077	2039.425627	1026.779923	16.346264	31.578810	242448.285883	1083.202502	223.825449	8294.790039	784.816706	2876.382374	6.699682	11.806556	11.396850	12.216263	270.797113	0.995191	1278524.587126	1278.668002	1817.742363	1279.168002	230.757637	16.350665	31.519851	369196.656676	1138.369795	324.320496	9072.639648	1175.189458	2875.767782	8.470899	8.424883	8.465173	8.384593	335.580866	0.999789	1840457.546710	299.824848	1341.506609	300.324848	706.993391	16.356337	31.555028	428676.994914	1163.805842	368.340645	9397.583008	1364.521255	2871.679503	8.844188	8.684271	9.039753	8.328789	348.128401	0.992028	2208946.849931	2459357.991903
19	ogg2m001-ep04-20210522-0173-e91.fits.fz	19.000000	0.000000	59357.989684	2459357.989684	NaN	NaN	NaN	NaN	NaN	1.050445	9.488930	10.000000	60.000000	90.000000	0.259276	0.331108	0.210848	0.366378	0.447143	0.000913	0.001242	0.001007	0.001317	0.001505	283.873053	266.638539	209.395189	278.136306	297.200255	1393722.039266	2255.989775	1047.531268	1041.898420	1048.031268	1006.601580	16.352008	31.577268	361359.316655	314.159265	1130.615906	319.612801	9705.759766	1150.242430	2846.275366	12127.000000	7.811237	8.107504	8.299087	7.915920	340.806570	0.996369	2054258.159860	1901.664886	988.226142	1902.164886	1060.273858	16.347059	31.581280	346683.218598	1127.827938	307.390167	10566.883789	1103.526959	2867.970016	6.522324	7.855084	7.825809	7.884360	307.304903	0.999211	2197935.900461	2038.910083	1021.539704	2039.410083	1026.960296	16.346264	31.578816	242691.953124	1081.213347	224.462595	8377.663086	785.274747	2865.556291	6.520931	11.770594	11.522509	12.018679	275.708147	0.998152	1265977.474852	1278.648999	1817.547383	1279.148999	230.952617	16.350665	31.519852	373709.778640	1138.474335	328.254900	9446.816406	1189.555171	2861.513990	8.285374	8.367182	8.460491	8.273873	349.978898	0.999436	1941315.693215	299.813961	1341.312231	300.313961	707.187769	16.356337	31.555031	430637.088904	1162.904938	370.311515	9885.657227	1370.760428	2859.727488	8.746653	8.632228	9.022517	8.241939	352.599726	0.991288	2331692.275459	2459357.994035
20	ogg2m001-ep04-20210522-0174-e91.fits.fz	20.000000	0.000000	59357.991817	2459357.991817	NaN	NaN	NaN	NaN	NaN	1.053757	9.190811	10.000000	60.000000	90.000000	0.262054	0.331249	0.209942	0.366862	0.447728	0.000913	0.001238	0.001003	0.001314	0.001501	286.957687	267.638001	209.245713	279.293893	298.362158	1396869.535956	2253.641307	1047.370889	1042.169015	1047.870889	1006.330985	16.352007	31.577262	366054.738491	314.159265	1130.698462	323.742139	10862.342773	1165.188421	2830.516882	12021.000000	7.395360	7.852731	8.158035	7.547427	353.779824	0.993679	2421811.414753	1901.468583	988.450395	1901.968583	1060.049605	16.347059	31.581278	347576.928638	1126.266382	308.609876	11733.903320	1106.371726	2852.715502	6.276121	7.445141	7.495028	7.395254	347.366815	0.999780	2615281.801315	2038.698334	1021.855855	2039.198334	1026.644145	16.346264	31.578807	242377.018073	1081.402396	224.132126	9112.950195	780.059172	2849.470267	6.210103	11.728999	11.444666	12.013333	87.109514	0.997628	1450347.170833	1278.468239	1817.803394	1278.968239	230.696606	16.350665	31.519852	374915.985788	1136.808781	329.796877	10189.127930	1193.394648	2846.645122	8.090470	8.086572	8.187221	7.985922	1.514941	0.999379	2239425.475419	299.728822	1341.589328	300.228822	706.910672	16.356336	31.555025	431999.603456	1161.317282	371.991023	10522.622070	1375.097446	2843.417597	8.493068	8.244376	8.682116	7.806637	352.233888	0.987921	2719491.123988	2459357.996168
21	ogg2m001-ep04-20210522-0175-e91.fits.fz	21.000000	0.000000	59357.993949	2459357.993949	NaN	NaN	NaN	NaN	NaN	1.057245	8.867537	10.000000	60.000000	90.000000	0.261968	0.332315	0.211756	0.364283	0.446776	0.000911	0.001237	0.001002	0.001304	0.001494	287.653788	268.718891	211.389470	279.306646	299.131251	1397996.081882	2248.195126	1047.595968	1041.895344	1048.095968	1006.604656	16.352007	31.577267	366230.567360	314.159265	1128.750992	324.456474	10589.577148	1165.748102	2816.201929	13034.000000	7.047289	7.714195	7.965268	7.463121	352.301254	0.995451	2511000.565536	1901.712926	988.261048	1902.212926	1060.238952	16.347059	31.581277	348697.599020	1124.906592	309.979159	11878.094727	1109.938931	2839.580642	5.967363	7.323926	7.318006	7.329846	304.155522	0.999981	2766516.942278	2038.944618	1021.596341	2039.444618	1026.903659	16.346264	31.578811	244301.676345	1077.520697	226.725739	9155.618164	791.226961	2835.103933	5.947418	11.599155	11.298149	11.900161	273.390371	0.997272	1561365.892512	1278.748889	1817.613017	1279.248889	230.886983	16.350665	31.519852	373284.683965	1134.059075	329.158059	9769.585938	1188.202053	2832.025367	7.844141	7.933719	8.056533	7.810904	12.602554	0.998830	2290559.762057	299.847407	1341.345890	300.347407	707.154110	16.356337	31.555028	431712.122551	1158.371982	372.688678	10234.602539	1374.182366	2828.715107	8.340663	8.164575	8.574793	7.754357	355.005352	0.989641	2806023.298558	2459357.998300
22	ogg2m001-ep04-20210522-0176-e91.fits.fz	22.000000	0.000000	59357.996082	2459357.996082	NaN	NaN	NaN	NaN	NaN	1.060903	8.974748	10.000000	60.000000	90.000000	0.261029	0.330053	0.210572	0.368072	0.446887	0.000909	0.001231	0.000999	0.001312	0.001494	287.150735	268.118033	210.763988	280.547608	299.190180	1395696.135791	2243.536978	1047.641861	1041.721788	1048.141861	1006.778212	16.352007	31.577266	364316.969107	314.159265	1125.485539	323.697601	10281.671875	1159.656930	2800.190708	12059.000000	7.288607	7.804025	8.031227	7.576823	338.878189	0.993824	2381585.314223	1901.696646	988.053036	1902.196646	1060.446964	16.347059	31.581277	346342.439352	1121.279605	308.881422	11491.579102	1102.442225	2822.488680	6.191188	7.416554	7.459027	7.374080	324.247071	0.998696	2623259.411316	2038.936451	1021.403128	2039.436451	1027.096872	16.346264	31.578810	242773.138926	1074.629581	225.913322	8789.080078	786.100372	2819.086085	6.188605	11.620678	11.338954	11.902403	270.161202	0.997652	1482550.139215	1278.732073	1817.402713	1279.232073	231.097287	16.350665	31.519850	375504.300483	1132.899102	331.454319	9857.380859	1195.267311	2816.465009	7.785742	8.019453	8.111400	7.927506	346.542038	0.999339	2262215.766865	299.956335	1341.177238	300.456335	707.322762	16.356336	31.555027	431076.257029	1156.676751	372.685157	9924.899414	1372.158343	2813.139949	8.552061	8.288583	8.657306	7.919861	347.081755	0.990267	2683875.843233	2459358.000433
23	ogg2m001-ep04-20210522-0177-e91.fits.fz	23.000000	0.000000	59357.998214	2459357.998214	NaN	NaN	NaN	NaN	NaN	1.064739	9.040163	10.000000	60.000000	90.000000	0.262155	0.334109	0.210923	0.363779	0.446418	0.000912	0.001242	0.001003	0.001305	0.001496	287.385369	268.968378	210.391390	278.680436	298.410033	1388102.714977	2236.511439	1047.459318	1041.591039	1047.959318	1006.908961	16.352007	31.577266	363897.389472	314.159265	1122.314401	324.238368	9764.695312	1158.321366	2779.504771	12149.000000	7.513110	8.064371	8.325341	7.803401	341.558993	0.993466	2137292.572401	1901.605665	987.976168	1902.105665	1060.523832	16.347059	31.581274	347630.655260	1118.850376	310.703435	11077.198242	1106.542743	2801.003484	6.265751	7.793738	7.822900	7.764575	323.008145	0.999264	2301718.246799	2038.833845	1021.288369	2039.333845	1027.211631	16.346264	31.578810	241785.100791	1072.052251	225.534810	8683.074219	780.767422	2799.168753	6.135642	11.761704	11.407482	12.115926	273.267465	0.996331	1331303.470701	1278.495009	1817.350809	1278.995009	231.149191	16.350665	31.519848	370267.356216	1127.670791	328.347031	9289.485352	1178.597600	2796.628243	7.856088	8.280896	8.375694	8.186099	344.396992	0.999284	1974584.429576	299.728654	1341.107245	300.228654	707.392755	16.356336	31.555023	428419.602710	1152.917954	371.595916	9751.605469	1363.701950	2794.975554	8.455477	8.439122	8.789463	8.088782	345.663438	0.991076	2465100.916160	2459358.002564
24	ogg2m001-ep04-20210522-0178-e91.fits.fz	24.000000	0.000000	59358.000346	2459358.000346	NaN	NaN	NaN	NaN	NaN	1.068764	9.202250	10.000000	60.000000	90.000000	0.263175	0.330295	0.210661	0.363716	0.451375	0.000915	0.001237	0.001007	0.001308	0.001511	287.486622	267.003716	209.225780	278.002052	298.633223	1382338.189312	2233.396889	1047.261700	1041.744541	1047.761700	1006.755459	16.352007	31.577266	363796.681274	314.159265	1120.650148	324.630021	9677.557617	1158.000802	2767.924972	12163.000000	7.550061	8.256830	8.510006	8.003655	349.432249	0.995685	2020930.053758	1901.314360	988.091506	1901.814360	1060.408494	16.347059	31.581276	343216.532394	1115.293024	307.736644	10710.270508	1092.492154	2789.603084	6.451622	7.880024	7.939242	7.820807	359.172252	0.999774	2160043.616155	2038.550246	1021.432529	2039.050246	1027.067471	16.346264	31.578810	240533.802266	1073.034338	224.162260	8111.644531	771.570731	2788.088733	6.274143	11.864437	11.664405	12.064468	271.186232	0.998862	1179770.382685	1278.303670	1817.486857	1278.803670	231.013143	16.350665	31.519848	368683.010665	1125.363674	327.612326	8929.470703	1173.554472	2784.231068	8.059283	8.420501	8.540269	8.300734	359.326708	0.999191	1839996.739936	299.570773	1341.185556	300.070773	707.314444	16.356336	31.555029	429904.843987	1151.667070	373.289169	9105.613281	1368.429620	2781.502928	8.635978	8.663442	8.996136	8.330748	355.644844	0.993980	2251782.031373	2459358.004696
25	ogg2m001-ep04-20210522-0179-e91.fits.fz	25.000000	0.000000	59358.002480	2459358.002480	NaN	NaN	NaN	NaN	NaN	1.072976	9.264772	10.000000	60.000000	90.000000	0.260457	0.333572	0.210554	0.365495	0.445648	0.000909	0.001239	0.001002	0.001307	0.001492	286.582152	269.217817	210.190613	279.632769	298.755005	1385563.506950	2229.388909	1047.267599	1041.646987	1047.767599	1006.853013	16.352008	31.577269	360879.446981	314.159265	1117.386570	322.967410	9577.351562	1148.714957	2753.946161	12023.000000	7.630623	8.197840	8.430962	7.964717	354.979867	0.996669	1982258.641549	1901.362823	988.050541	1901.862823	1060.449459	16.347059	31.581276	346577.039601	1114.667298	310.924202	10781.193359	1103.188980	2774.707483	6.463989	7.962431	7.917564	8.007297	65.104895	0.999695	2148750.710830	2038.615689	1021.366410	2039.115689	1027.133590	16.346264	31.578812	240993.655704	1070.042498	225.218770	8368.135742	774.139180	2771.458264	6.232736	11.803255	11.564045	12.042464	79.486806	0.998116	1188275.740408	1278.326089	1817.442382	1278.826089	231.057618	16.350665	31.519847	370866.774831	1124.215662	329.889351	9149.015625	1180.505609	2769.910803	8.072400	8.479738	8.495064	8.464411	28.574673	0.999956	1847353.778796	299.577323	1341.123791	300.077323	707.376209	16.356337	31.555027	427126.036813	1148.407559	371.928967	9581.897461	1359.584402	2766.051225	8.721859	8.661536	8.986319	8.336753	356.658446	0.994315	2219128.630536	2459358.006830
26	ogg2m001-ep04-20210522-0180-e91.fits.fz	26.000000	0.000000	59358.004613	2459358.004613	NaN	NaN	NaN	NaN	NaN	1.077383	9.459852	10.000000	60.000000	90.000000	0.259793	0.330190	0.210928	0.366348	0.448149	0.000909	0.001233	0.001002	0.001310	0.001499	285.826586	267.766532	210.502903	279.624047	298.948905	1380741.696840	2223.201464	1047.510947	1041.477530	1048.010947	1007.022470	16.352007	31.577267	358706.629311	314.159265	1114.174917	321.948218	9211.835938	1141.798663	2738.554571	12134.000000	7.643236	8.181444	8.370740	7.992148	341.022597	0.996560	1947628.747400	1901.538086	987.841507	1902.038086	1060.658493	16.347059	31.581276	342738.106972	1110.874254	308.530066	10143.469727	1090.969278	2760.974888	6.677065	7.808179	7.707152	7.909206	284.942699	0.999110	2132936.094543	2038.789914	1021.226424	2039.289914	1027.273576	16.346264	31.578806	240507.323948	1065.848421	225.648712	8191.936035	775.772540	2758.387857	6.417862	11.792924	11.401643	12.184206	89.935517	0.995606	1240265.054723	1278.571242	1817.181831	1279.071242	231.318169	16.350665	31.519852	370207.080856	1121.768946	330.020796	8655.219727	1178.405738	2753.781644	8.350825	8.470310	8.512042	8.428579	329.631592	0.999594	1803735.084439	299.781128	1340.952618	300.281128	707.547382	16.356337	31.555027	427289.185063	1146.378958	372.729438	9199.222656	1360.103719	2751.745508	8.945502	8.712537	9.029962	8.395113	345.848808	0.993169	2181851.365738	2459358.008964
27	ogg2m001-ep04-20210522-0181-e91.fits.fz	27.000000	0.000000	59358.006745	2459358.006745	NaN	NaN	NaN	NaN	NaN	1.081980	9.411358	10.000000	60.000000	90.000000	0.261072	0.333935	0.210881	0.364255	0.446147	0.000905	0.001233	0.000994	0.001297	0.001485	288.633244	270.834500	212.111882	280.828010	300.509701	1387801.452187	2219.631713	1047.658002	1041.160866	1048.158002	1007.339134	16.352007	31.577264	362316.665249	314.159265	1113.523816	325.378461	9970.325195	1153.289765	2722.717062	12176.000000	7.699507	7.940708	8.107939	7.773478	344.649175	0.997603	2232597.168408	1901.649950	987.458653	1902.149950	1061.041347	16.347059	31.581280	347419.948302	1110.715539	312.789311	11026.049805	1105.872042	2744.866147	6.416646	7.597978	7.502094	7.693862	274.807791	0.999345	2449025.423588	2038.915972	1020.854022	2039.415972	1027.645978	16.346264	31.578811	241692.591837	1062.778020	227.415874	8754.072266	782.165571	2742.027006	6.454795	11.703542	11.251090	12.155993	88.092639	0.994013	1427526.129732	1278.687341	1816.833371	1279.187341	231.666629	16.350665	31.519849	370542.232367	1119.653185	330.943758	9347.333984	1179.472558	2740.464114	8.316368	8.146264	8.104543	8.187985	73.828259	0.999853	2080396.343066	299.967948	1340.573241	300.467948	707.926759	16.356336	31.555025	428146.679682	1144.532899	374.079836	9758.000000	1362.833209	2736.201022	8.709623	8.422761	8.714126	8.131396	350.554581	0.994666	2489911.305004	2459358.011095
