Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep02-20210522-0178-e91.fits	23	0	59357.998221	2459357.998221	2459358.002589	1.064752	43.700000	-55	NaN	180	16.352150	31.579140	NaN	NaN	1.994681	0.867799	9.430324	15	30	45	0.264510	3.045588	1.591750	4.232865	3.010648	0.714336	0.292821	0.554771	0.293908	0.000440	0.002356	0.001323	0.003206	0.002331	0.001025	0.000551	0.000826	0.000457	601.381770	1292.709466	1202.837829	1320.471599	1291.626117	697.019112	531.348188	671.668000	642.780058	4735264.234681	3407.517517	1049.143253	1047.968100	1049.643253	1000.531900	16.352005	31.577357	1252525.324960	706.858347	1877.617353	667.082312	26066.285156	1771.960861	2479.154269	3036	7.861047	9.011101	9.265093	8.757109	341.148860	0.994931	1902.253598	905.649911	1902.753598	1142.850089	16.347053	31.587648	14421662.335071	4093.780802	3522.822308	123374.296875	20402.478651	2515.310096	11.481083	10.293265	9.998302	10.588227	278.777057	0.996393	1994.980088	1227.731347	1995.480088	820.768653	16.346523	31.563743	7537355.055200	3138.119444	2401.870034	119196.484375	10663.176132	2496.297713	8.930483	9.432928	9.395976	9.469880	288.418835	0.999904	109.890931	1361.232941	110.390931	687.267059	16.357459	31.554370	20043733.649246	4729.662905	4237.877847	124553.304688	28356.082563	2533.051334	12.811175	11.678060	9.410070	13.946050	271.732909	0.859385	201.806187	1974.900447	202.306187	73.599553	16.356936	31.508861	14256214.910105	4071.956043	3501.072890	124394.304688	20168.418424	2523.461058	11.372218	10.140630	9.391849	10.889412	277.023288	0.977076	1416.271705	1504.550146	1416.771705	543.949854	16.349886	31.543406	1973107.396818	2065.058340	955.472956	35237.554688	2791.375960	2489.355470	8.575668	9.212157	9.326800	9.097515	336.160117	0.998634	1701.874162	180.087954	1702.374162	1868.412046	16.348197	31.641495	1072526.989549	1835.074840	584.459536	21419.097656	1517.315307	2491.403176	8.341552	9.198598	9.349934	9.047263	335.374696	0.997460	305.292172	97.384300	305.792172	1951.115700	16.356302	31.648009	1689629.848314	1994.795732	847.018981	43279.796875	2390.337265	2483.256821	6.452593	8.531049	8.872313	8.189786	335.260407	0.984886	1794.173477	1673.467079	1794.673477	375.032921	16.347699	31.530768	1391731.707130	1919.632872	724.998893	23359.218750	1968.897606	2487.151324	9.047096	9.492749	9.450136	9.535361	287.450282	0.999880	0.999000	0.001661
ogg2m001-ep02-20210522-0179-e91.fits	24	0	59358.000353	2459358.000353	2459358.004721	1.068778	43.899000	-55	NaN	180	16.352149	31.579151	NaN	NaN	1.994681	0.867939	9.534567	15	30	45	0.264086	3.057066	1.592657	4.247536	3.038918	0.713516	0.292441	0.555996	0.293695	0.000442	0.002368	0.001326	0.003222	0.002355	0.001026	0.000552	0.000829	0.000458	597.767753	1290.868159	1200.889697	1318.359180	1290.298266	695.760983	529.730224	670.559816	641.704090	4735180.871308	3414.070905	1048.974553	1048.105009	1049.474553	1000.394991	16.352005	31.577357	1250494.545150	706.858347	1887.675251	662.452159	24635.642578	1769.087895	2497.654001	3059	7.977221	9.132337	9.372439	8.892235	347.820990	0.996673	1902.017279	905.773539	1902.517279	1142.726461	16.347053	31.587650	14475760.743230	4101.387738	3529.478720	123374.429688	20479.012243	2529.858414	11.380565	10.387320	10.151874	10.622766	270.221160	0.997947	1994.760924	1227.870828	1995.260924	820.629172	16.346523	31.563744	7541517.392026	3141.955555	2400.262276	113341.718750	10669.064634	2512.291971	9.102230	9.585550	9.552017	9.619083	62.804816	0.999856	109.715788	1361.327554	110.215788	687.172446	16.357459	31.554373	20112848.852626	4738.607656	4244.463841	124554.320312	28453.860574	2549.840533	12.986770	11.648074	9.647454	13.648694	271.131570	0.888492	201.657270	1974.993043	202.157270	73.506957	16.356936	31.508862	14389826.979600	4090.482983	3517.879683	124395.203125	20357.440836	2542.503750	11.433227	10.199558	9.636722	10.762394	274.776774	0.987551	1416.078315	1504.669832	1416.578315	543.830168	16.349886	31.543408	1971751.449094	2066.929625	953.951903	34088.617188	2789.457686	2502.861820	8.723610	9.366962	9.477674	9.256249	354.675631	0.999422	1701.677142	180.259298	1702.177142	1868.240702	16.348197	31.641495	1071431.924405	1839.410582	582.486550	20439.175781	1515.766106	2507.333821	8.311661	9.335497	9.444399	9.226594	336.609596	0.998840	305.076908	97.494433	305.576908	1951.005567	16.356303	31.648014	1691997.497809	2000.062695	845.972230	40471.121094	2393.686804	2500.545057	6.790007	8.727814	9.025652	8.429975	338.167934	0.991119	1793.954525	1673.626173	1794.454525	374.873827	16.347699	31.530766	1390701.164272	1921.289845	723.837253	23226.156250	1967.439686	2499.391320	9.105812	9.647263	9.608090	9.686437	57.318865	0.999621	0.997397	0.001669
ogg2m001-ep02-20210522-0180-e91.fits	25	0	59358.002485	2459358.002485	2459358.006854	1.072990	43.799000	-55	NaN	180	16.352150	31.579146	NaN	NaN	1.994681	0.868079	9.539641	15	30	45	0.263403	3.052204	1.591310	4.250091	3.040405	0.713239	0.292831	0.555660	0.292445	0.000441	0.002364	0.001325	0.003223	0.002356	0.001025	0.000552	0.000828	0.000457	597.483776	1291.055484	1201.210314	1318.671778	1290.637108	695.569098	530.866539	670.912825	639.607755	4731931.157082	3410.752613	1049.048874	1047.985975	1049.548874	1000.514025	16.352005	31.577361	1246404.357762	706.858347	1882.721739	662.022609	24961.109375	1763.301463	2491.053986	3019	8.079926	9.090659	9.274209	8.907108	352.792418	0.998263	1902.128569	905.713408	1902.628569	1142.786592	16.347053	31.587650	14442818.794749	4095.188605	3526.777443	123374.421875	20432.408919	2524.732051	11.359724	10.415607	10.110759	10.720456	85.953373	0.996510	1994.840434	1227.812672	1995.340434	820.687328	16.346523	31.563743	7529970.085125	3136.485299	2400.766899	120720.187500	10652.728537	2507.502140	9.027670	9.600777	9.505199	9.696355	66.137563	0.999124	109.786756	1361.268309	110.286756	687.231691	16.357459	31.554373	20111136.710235	4739.245767	4243.531081	124554.914062	28451.438388	2541.769736	13.093669	11.677966	9.676477	13.679455	270.703714	0.889045	201.711410	1974.965959	202.211410	73.534041	16.356937	31.508861	14386989.095041	4089.215871	3518.275764	124395.429688	20353.426051	2535.036812	11.392813	10.244421	9.697290	10.791551	273.842041	0.988449	1416.156939	1504.615537	1416.656939	543.884463	16.349886	31.543408	1969950.889037	2068.999968	952.127076	34899.773438	2786.910415	2498.424055	8.688345	9.386219	9.427951	9.344488	15.703337	0.999891	1701.741911	180.178333	1702.241911	1868.321667	16.348198	31.641495	1071799.682561	1835.052197	584.070407	20789.457031	1516.286378	2500.327034	8.274064	9.348539	9.424016	9.273063	333.767099	0.999298	305.168176	97.434550	305.668176	1951.065450	16.356303	31.648012	1690180.585485	1996.260493	846.673363	39415.792969	2391.116399	2494.847700	6.710557	8.801761	9.053888	8.549633	339.774172	0.994341	1794.082618	1673.563233	1794.582618	374.936767	16.347699	31.530767	1383831.945401	1919.917127	720.776916	23955.500000	1957.721729	2494.662467	9.229998	9.632512	9.523701	9.741323	63.249343	0.998558	0.994818	0.001665
ogg2m001-ep02-20210522-0181-e91.fits	26	0	59358.004617	2459358.004617	2459358.008986	1.077390	42.799000	-55	NaN	180	16.352151	31.579128	NaN	NaN	1.993210	0.868232	9.655666	15	30	45	0.265148	3.057131	1.594242	4.261937	3.042324	0.713344	0.292781	0.555645	0.293477	0.000442	0.002373	0.001329	0.003238	0.002362	0.001027	0.000554	0.000830	0.000458	599.382120	1288.564801	1199.352488	1316.181438	1288.162005	694.379050	528.631346	669.694384	640.546804	4719198.736745	3408.761172	1049.287897	1047.802634	1049.787897	1000.697366	16.352005	31.577357	1251285.678618	706.858347	1881.829144	664.930545	24228.214844	1770.207120	2475.458140	3028	8.335283	9.213085	9.371542	9.054628	336.618486	0.997480	1902.316671	905.522881	1902.816671	1142.977119	16.347053	31.587646	14427208.106674	4093.917194	3524.059580	123374.609375	20410.324313	2511.696899	11.329748	10.373705	10.061002	10.686408	274.138487	0.996295	1995.034145	1227.596361	1995.534145	820.903639	16.346524	31.563742	7523545.211902	3133.369215	2401.103954	112137.414062	10643.639200	2491.623146	9.063865	9.589616	9.460718	9.718514	88.757646	0.999276	109.993970	1361.126982	110.493970	687.373018	16.357459	31.554365	20112925.803023	4738.848084	4244.264734	124554.632812	28453.969436	2529.669742	13.190129	11.621391	9.661199	13.581584	272.443612	0.891623	201.887293	1974.771928	202.387293	73.728072	16.356937	31.508858	14357330.175334	4083.607109	3515.845132	124395.835938	20311.467262	2521.712396	11.506536	10.218134	9.648284	10.787985	278.951992	0.986346	1416.385271	1504.386664	1416.885271	544.113336	16.349886	31.543407	1964819.911049	2064.787943	951.584359	33764.507812	2779.651566	2485.390011	8.700951	9.384850	9.401899	9.367801	322.061498	0.999778	1701.922472	179.997359	1702.422472	1868.502641	16.348198	31.641490	1068775.949854	1838.858614	581.217034	20590.888672	1512.008671	2487.850055	8.582135	9.344836	9.419443	9.270230	327.282638	0.998525	305.361534	97.205350	305.861534	1951.294650	16.356303	31.648009	1685602.875843	1993.715747	845.457974	39527.871094	2384.640265	2481.626097	7.052562	8.729406	8.982472	8.476341	332.937974	0.990228	1794.259209	1673.345616	1794.759209	375.154384	16.347699	31.530767	1384977.646821	1916.829489	722.535653	22656.773438	1959.342565	2481.249914	9.139787	9.626119	9.483363	9.768875	270.786545	0.999120	1.001408	0.001671
ogg2m001-ep02-20210522-0182-e91.fits	27	0	59358.006751	2459358.006751	2459358.011120	1.081988	41.399000	-55	NaN	180	16.352152	31.579103	NaN	NaN	1.992343	0.868374	9.512181	15	30	45	0.264082	3.023604	1.590003	4.216750	3.000363	0.713271	0.292560	0.556026	0.291933	0.000440	0.002340	0.001322	0.003194	0.002324	0.001023	0.000551	0.000828	0.000456	599.515252	1292.051644	1202.573150	1320.054234	1291.183763	696.997836	531.120324	671.697640	639.748569	4734640.313710	3407.344705	1049.370524	1047.434647	1049.870524	1001.065353	16.352005	31.577359	1250333.001275	706.858347	1881.473674	664.549825	27874.681641	1768.859357	2478.519666	3002	8.154904	8.886587	9.040949	8.732225	338.644186	0.997766	1902.455629	905.130746	1902.955629	1143.369254	16.347053	31.587651	14315678.399620	4076.926255	3511.390077	123375.156250	20252.542053	2512.996378	11.526344	10.189011	9.699477	10.678544	89.487478	0.990806	1995.177235	1227.250002	1995.677235	821.249998	16.346523	31.563742	7528090.557224	3136.253549	2400.345010	123117.523438	10650.069549	2494.866229	8.896763	9.304888	9.159064	9.450711	78.346911	0.998836	110.180326	1360.687245	110.680326	687.812755	16.357459	31.554371	19964794.205127	4722.813928	4227.309081	124681.546875	28244.406094	2532.183102	12.633845	11.657335	9.235419	14.079251	271.147383	0.841083	202.074920	1974.363268	202.574920	74.136732	16.356937	31.508859	14205640.700022	4065.630079	3494.080973	124395.906250	20096.870553	2525.391957	11.255719	10.062185	9.246678	10.877691	273.984430	0.973559	1416.514439	1504.027061	1417.014439	544.472939	16.349886	31.543407	1971131.141360	2063.189446	955.380586	36567.199219	2788.580130	2485.958309	8.547103	9.036027	9.034954	9.037101	46.653384	0.999983	1702.062071	179.611769	1702.562071	1868.888231	16.348198	31.641496	1071646.399832	1834.527456	584.153917	21988.025391	1516.069527	2489.293833	8.398710	9.035302	9.069366	9.001238	332.324987	0.999824	305.486168	96.832031	305.986168	1951.667969	16.356303	31.648014	1691862.772517	1996.936719	847.229036	42783.421875	2393.496207	2481.026661	7.252554	8.402912	8.639422	8.166403	334.285399	0.991861	1794.414498	1672.966396	1794.914498	375.533604	16.347699	31.530768	1382197.703013	1917.926216	720.673033	24357.722656	1955.409749	2484.952167	8.943684	9.304858	9.147208	9.462509	75.106095	0.998476	0.997382	0.001664
ogg2m001-ep02-20210522-0183-e91.fits	28	0	59358.008884	2459358.008884	2459358.013252	1.086782	39.700000	-55	NaN	180	16.352151	31.579106	NaN	NaN	1.991554	0.868516	9.776353	15	30	45	0.264804	3.077047	1.591581	4.266122	3.047502	0.714089	0.292607	0.555284	0.293817	0.000442	0.002388	0.001328	0.003243	0.002367	0.001028	0.000554	0.000831	0.000459	599.028708	1288.408743	1198.158879	1315.327470	1287.420219	694.338051	528.021708	668.463652	640.758153	4715870.667330	3408.828670	1049.149901	1047.466639	1049.649901	1001.033361	16.352005	31.577360	1248780.728030	706.858347	1879.111187	664.559254	22811.355469	1766.663340	2481.157926	3084	8.333772	9.182283	9.289029	9.075536	331.696139	0.998216	1902.234931	905.216974	1902.734931	1143.283026	16.347053	31.587649	14510954.681989	4102.017614	3537.516424	123375.382812	20528.801481	2518.351097	11.449496	10.334178	10.008154	10.660202	277.751304	0.995721	1994.976567	1227.321682	1995.476567	821.178318	16.346524	31.563743	7505691.985853	3131.591549	2396.765948	108354.210938	10618.382052	2497.872312	9.311761	9.588625	9.433394	9.743857	274.955241	0.998920	109.868906	1360.735661	110.368906	687.764339	16.357459	31.554370	20118480.962497	4739.834409	4244.553549	124555.289062	28461.828379	2539.924994	12.971538	11.616257	9.622524	13.609990	273.113426	0.887492	201.793997	1974.466728	202.293997	74.033272	16.356937	31.508856	14371623.754755	4086.088286	3517.208329	124396.312500	20331.688541	2528.911192	11.414965	10.170857	9.608588	10.733126	278.671437	0.986665	1416.295151	1504.111133	1416.795151	544.388867	16.349886	31.543406	1964629.938521	2060.506316	953.469505	31742.656250	2779.382809	2490.855626	9.045171	9.410006	9.419131	9.400881	317.533258	0.999518	1701.847922	179.651781	1702.347922	1868.848219	16.348198	31.641495	1067530.854815	1839.068026	580.473827	19195.820312	1510.247222	2496.103779	8.717360	9.339251	9.384963	9.293538	321.762503	0.998248	305.264601	96.868616	305.764601	1951.631384	16.356303	31.648010	1683709.873995	1998.062917	842.671099	35756.667969	2381.962215	2487.936086	7.309222	8.718965	9.005403	8.432527	335.325911	0.989850	1794.196281	1673.049830	1794.696281	375.450170	16.347699	31.530768	1385604.292562	1916.512604	722.982092	22602.173828	1960.229087	2488.185277	9.433895	9.660030	9.475485	9.844576	276.464949	0.998464	1.000109	0.001670
ogg2m001-ep02-20210522-0184-e91.fits	29	0	59358.011018	2459358.011018	2459358.015386	1.091768	39.200000	-55	NaN	180	16.352150	31.579102	NaN	NaN	1.989822	0.868671	9.811306	15	30	45	0.264886	3.104802	1.595348	4.300558	3.089916	0.713825	0.292188	0.556109	0.293623	0.000444	0.002416	0.001335	0.003279	0.002406	0.001032	0.000556	0.000834	0.000460	596.457778	1284.962707	1194.603691	1311.448971	1284.374659	691.637028	525.681096	666.848216	637.783816	4696864.930112	3406.987407	1049.001401	1047.415503	1049.501401	1001.084497	16.352005	31.577360	1244133.191780	706.858347	1880.535325	661.584590	22237.650391	1760.088421	2484.058320	3043	8.455845	9.420026	9.648938	9.191115	349.485951	0.997292	1902.113625	905.111079	1902.613625	1143.388921	16.347053	31.587649	14582835.876418	4111.158639	3547.135286	123376.828125	20630.492569	2522.837611	11.266079	10.537971	10.383741	10.692202	83.702474	0.999101	1994.830614	1227.217063	1995.330614	821.282937	16.346523	31.563741	7493132.368751	3130.694659	2393.440813	103883.773438	10600.613829	2502.715014	9.394808	9.873021	9.799263	9.946779	65.980693	0.999501	109.800740	1360.700367	110.300740	687.799633	16.357459	31.554372	20199139.231516	4748.349296	4253.928675	124556.234375	28575.936488	2540.076552	13.043599	11.640886	9.991993	13.289779	271.955515	0.922510	201.699955	1974.343249	202.199955	74.156751	16.356937	31.508863	14512916.170658	4105.700376	3534.821064	124397.718750	20531.576420	2532.586717	11.460474	10.326818	9.966271	10.687364	274.874730	0.994992	1416.138002	1503.993844	1416.638002	544.506156	16.349886	31.543408	1956290.936585	2062.223123	948.632044	30473.341797	2767.585535	2494.587537	9.030942	9.634023	9.715266	9.552780	13.798558	0.999638	1701.750914	179.596777	1702.250914	1868.903223	16.348197	31.641495	1062048.685026	1838.272878	577.742672	19033.521484	1502.491538	2499.369620	8.742910	9.516487	9.694133	9.338841	355.245224	0.998568	305.140009	96.834113	305.640009	1951.665887	16.356303	31.648016	1678525.308501	1993.878586	841.839278	35135.265625	2374.627555	2490.160508	7.362358	8.987560	9.325712	8.649407	341.039763	0.990927	1794.037460	1672.941034	1794.537460	375.558966	16.347699	31.530767	1379107.340009	1917.025696	719.399507	21136.525391	1951.037780	2491.304675	9.544735	9.957355	9.893296	10.021414	63.649589	0.999549	1.000419	0.001677
ogg2m001-ep02-20210522-0185-e91.fits	30	0	59358.013149	2459358.013149	2459358.017518	1.096964	40.399000	-55	NaN	180	16.352150	31.579096	NaN	NaN	1.997077	0.868815	9.772821	15	30	45	0.263979	3.064451	1.592333	4.241996	3.037538	0.713377	0.293294	0.554876	0.293645	0.000443	0.002382	0.001330	0.003229	0.002363	0.001029	0.000555	0.000830	0.000460	596.085108	1286.582162	1196.865471	1313.584282	1285.676277	692.954736	528.362360	668.509479	638.505397	4708388.569952	3407.017497	1049.111613	1047.336826	1049.611613	1001.163174	16.352005	31.577359	1242916.773927	706.858347	1881.194364	660.706197	24709.091797	1758.367542	2487.965834	2988	8.494532	9.065463	9.233181	8.897746	354.901074	0.998588	1902.177444	905.039982	1902.677444	1143.460018	16.347053	31.587651	14428624.187938	4094.196589	3524.164967	123376.648438	20412.327658	2528.829670	11.402960	10.324219	10.049701	10.598737	83.312532	0.997016	1994.876524	1227.129198	1995.376524	821.370802	16.346523	31.563743	7497324.327069	3131.703495	2394.008354	112841.789062	10606.544237	2507.464282	9.271190	9.606142	9.492979	9.719304	65.105152	0.998669	109.868481	1360.657653	110.368481	687.842347	16.357459	31.554366	19972967.698867	4723.744482	4228.206622	124555.765625	28255.969222	2546.343910	12.914597	11.523782	9.626626	13.420937	271.883121	0.896789	201.794111	1974.216652	202.294111	74.283348	16.356937	31.508861	14301911.092699	4079.646611	3505.674010	124397.093750	20233.065298	2536.555035	11.463451	10.130130	9.631705	10.628555	273.331730	0.990232	1416.251042	1503.914121	1416.751042	544.585879	16.349886	31.543407	1960371.165293	2065.916948	948.910926	33771.792969	2773.357878	2496.659340	8.905034	9.382766	9.412082	9.353449	35.945829	0.999596	1701.775953	179.507052	1702.275953	1868.992948	16.348198	31.641500	1067772.619825	1837.379226	581.138942	20015.044922	1510.589249	2498.799727	8.622735	9.320813	9.459616	9.182009	350.184291	0.999001	305.224275	96.731814	305.724275	1951.768186	16.356303	31.648019	1680244.784835	1990.927665	843.950694	38797.105469	2377.060117	2493.888075	7.529297	8.617088	8.956373	8.277803	342.265323	0.990680	1794.093390	1672.846163	1794.593390	375.653837	16.347699	31.530767	1382593.649550	1920.384163	719.956806	22132.134766	1955.969899	2492.946807	9.351593	9.669977	9.564725	9.775229	60.363043	0.998185	0.996995	0.001673
ogg2m001-ep02-20210522-0186-e91.fits	31	0	59358.015281	2459358.015281	2459358.019649	1.102370	40.000000	-55	NaN	180	16.352151	31.579080	NaN	NaN	1.995097	0.868960	9.829137	15	30	45	0.264972	3.061597	1.590655	4.244814	3.029633	0.713033	0.294435	0.553513	0.292412	0.000443	0.002378	0.001328	0.003229	0.002355	0.001028	0.000556	0.000828	0.000459	597.876413	1287.604599	1197.698955	1314.678380	1286.481821	693.786914	529.913491	668.227157	637.034281	4711484.359538	3406.358314	1049.275691	1047.091568	1049.775691	1001.408432	16.352005	31.577361	1248410.571413	706.858347	1882.920298	663.018277	23217.121094	1766.139675	2478.700135	2955	8.578510	9.242108	9.358168	9.126049	335.600476	0.998547	1902.296705	904.806196	1902.796705	1143.693804	16.347053	31.587651	14424667.859391	4091.323730	3525.672572	123376.257812	20406.730598	2519.404434	11.434779	10.345101	10.049563	10.640639	270.276317	0.996741	1995.032197	1226.899328	1995.532197	821.600672	16.346523	31.563744	7494347.533916	3129.732711	2394.564720	110814.382812	10602.332936	2499.488522	9.353142	9.660570	9.504172	9.816968	78.620644	0.998768	110.019325	1360.357483	110.519325	688.142517	16.357459	31.554372	19999376.274988	4726.859986	4231.006701	124682.460938	28293.329715	2537.390654	12.922428	11.574445	9.638930	13.509961	272.368123	0.893422	201.929244	1974.039745	202.429244	74.460255	16.356937	31.508859	14274067.783330	4075.025821	3502.816525	124397.171875	20193.675073	2532.338842	11.430605	10.178112	9.652961	10.703264	276.100585	0.988913	1416.377066	1503.708644	1416.877066	544.791356	16.349886	31.543406	1961109.142422	2062.320469	950.923570	32312.064453	2774.401902	2489.350349	8.987088	9.449542	9.438093	9.460992	63.701258	0.999984	1701.945418	179.249932	1702.445418	1869.250068	16.348197	31.641501	1071684.620685	1837.618221	583.192204	19178.203125	1516.123598	2492.465250	8.767925	9.450078	9.516264	9.383892	339.502903	0.999656	305.393575	96.484861	305.893575	1952.015139	16.356303	31.648019	1678690.596430	1993.306430	842.163840	36481.414062	2374.861390	2486.530792	7.410533	8.742649	8.996502	8.488796	334.321675	0.991367	1794.243896	1672.649719	1794.743896	375.850281	16.347699	31.530766	1377693.221192	1919.634407	717.685209	22631.861328	1949.037211	2489.631813	9.577227	9.686061	9.500341	9.871780	80.373892	0.998351	1.000743	0.001674
ogg2m001-ep02-20210522-0187-e91.fits	32	0	59358.017412	2459358.017412	2459358.021781	1.107977	39.000000	-55	NaN	180	16.352151	31.579064	NaN	NaN	1.992476	0.869105	9.960226	15	30	45	0.264844	3.105197	1.593983	4.293230	3.070608	0.714828	0.293285	0.553698	0.293151	0.000444	0.002413	0.001332	0.003268	0.002388	0.001032	0.000555	0.000829	0.000459	597.035664	1287.069382	1196.355407	1313.601756	1285.997563	692.782315	528.267340	667.532829	638.410117	4694489.334545	3398.855641	1049.305833	1046.878623	1049.805833	1001.621377	16.352005	31.577362	1243309.166608	706.858347	1877.866154	662.086147	21689.109375	1758.922664	2462.139411	3040	8.660634	9.415258	9.511543	9.318972	356.181196	0.999574	1902.361262	904.635562	1902.861262	1143.864438	16.347053	31.587650	14577312.737026	4109.538804	3547.189461	123376.757812	20622.678925	2503.019637	11.463213	10.432760	10.123527	10.741994	79.613578	0.995987	1995.058341	1226.713907	1995.558341	821.786093	16.346523	31.563743	7482935.588773	3125.790022	2393.934185	106873.726562	10586.188336	2482.642872	9.557584	9.793346	9.560220	10.026473	71.375526	0.996427	110.065192	1360.097602	110.565192	688.402398	16.357459	31.554375	20154524.440204	4741.050187	4251.067516	124556.343750	28512.819470	2522.145792	12.986598	11.605884	9.781030	13.430739	271.438398	0.905585	202.002251	1973.794758	202.502251	74.705242	16.356937	31.508861	14414937.359330	4089.418894	3524.935384	124398.539062	20392.964756	2512.828326	11.398671	10.250481	9.758591	10.742371	88.583284	0.990809	1416.416491	1503.488295	1416.916491	545.011705	16.349886	31.543408	1956902.506394	2060.389829	949.772941	30596.029297	2768.450729	2473.187531	9.183529	9.560230	9.518368	9.602092	56.358228	0.999486	1701.958330	179.043579	1702.458330	1869.456421	16.348198	31.641502	1064592.518527	1832.011000	581.105964	18143.048828	1506.090326	2477.376207	8.958188	9.545765	9.555250	9.536280	34.862393	0.999967	305.407777	96.272903	305.907777	1952.227097	16.356303	31.648020	1672994.309624	1987.649143	841.694982	33553.371094	2366.802792	2472.755501	7.685204	8.877130	9.118578	8.635681	341.743118	0.995426	1794.288856	1672.444577	1794.788856	376.055423	16.347699	31.530766	1376195.681385	1911.570704	719.929260	22759.646484	1946.918625	2470.184332	9.748411	9.819276	9.592316	10.046236	70.423041	0.996450	1.000262	0.001675
