 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_T5	rel_flux_T6	rel_flux_C7	rel_flux_C8	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_T5	rel_flux_err_T6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_T5	rel_flux_SNR_T6	rel_flux_SNR_C7	rel_flux_SNR_C8	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	Variance_C4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	Variance_T5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	Variance_T6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	Variance_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	Variance_C8	BJD_TDB
12	ogg2m001-ep02-20210522-0167-e91.fits.fz	12.000000	0.000000	59357.974763	2459357.974763	NaN	NaN	NaN	NaN	NaN	1.031993	8.678678	15.000000	60.000000	90.000000	0.194143	0.274662	0.440387	0.204216	0.153624	0.144100	0.166065	0.200164	0.000301	0.000408	0.000558	0.000352	0.000281	0.000276	0.000323	0.000349	645.595586	673.701860	789.901833	580.851913	547.228684	521.441981	513.830720	574.312938	6450832.989902	4000.902237	1049.715958	1048.051485	1050.215958	1000.448515	16.352004	31.577367	1252386.479180	706.858347	1777.595878	704.539482	25409.119141	1771.764434	2547.893957	12121.000000	7.229927	9.168758	8.947020	9.390497	68.155363	0.995531	12677572.265773	1794.818599	1673.498216	1795.318599	375.001784	16.347699	31.530782	1390015.086092	1816.106471	765.381935	22485.250000	1966.469084	2550.517530	8.681958	9.721610	9.358289	10.084932	63.664574	0.984849	12593253.513667	1416.889221	1504.580380	1417.389221	543.919620	16.349886	31.543422	1972291.925895	1970.545573	1000.886228	33825.441406	2790.222304	2554.825674	8.098974	9.428437	9.145165	9.711710	64.244976	0.990695	28260415.476285	1283.602808	1823.375540	1284.102808	225.124460	16.350666	31.519834	1093958.555132	1733.443421	631.089854	20023.705078	1547.634770	2553.072972	8.031748	9.452083	9.132032	9.772135	64.002604	0.987931	8643058.401495	645.854291	1904.490399	646.354291	144.009601	16.354364	31.513999	991005.938211	1703.460020	581.760609	21086.621094	1401.986611	2553.460220	7.094891	9.074305	8.813103	9.335506	63.666766	0.991004	8131637.490180	304.245245	1350.960549	304.745245	697.539451	16.356334	31.555111	929565.957820	1686.882495	551.055548	23085.804688	1315.066819	2559.285754	6.385417	8.827136	8.636939	9.017333	70.224556	0.996879	8222791.090099	503.443215	1550.814164	503.943215	497.685836	16.355183	31.540250	918695.588868	1683.272510	545.779476	21456.978516	1299.688393	2556.364642	6.797691	8.978510	8.734643	9.222377	66.410165	0.993622	7517722.891175	1702.555455	180.053272	1703.055455	1868.446728	16.348196	31.641503	1075871.833916	1728.494635	622.432845	19944.736328	1522.047293	2555.554438	7.987369	9.484623	9.237496	9.731750	70.736445	0.995569	8398180.718096	2459357.979114
13	ogg2m001-ep02-20210522-0168-e91.fits.fz	13.000000	0.000000	59357.976896	2459357.976896	NaN	NaN	NaN	NaN	NaN	1.034139	9.206992	15.000000	60.000000	90.000000	0.196045	0.274977	0.440268	0.204982	0.154347	0.144157	0.165535	0.199769	0.000301	0.000408	0.000557	0.000352	0.000281	0.000276	0.000322	0.000348	650.630498	674.526043	790.268755	582.774426	549.889564	522.453994	513.460494	574.226715	6432657.326640	3986.223290	1049.451549	1048.203101	1049.951549	1000.296899	16.352005	31.577367	1261090.903114	706.858347	1773.736340	710.979910	22665.511719	1784.078675	2520.484771	12201.000000	7.978747	9.504730	9.309004	9.700455	72.067328	0.997419	11578859.834523	1794.515712	1673.678274	1795.015712	374.821726	16.347699	31.530782	1387346.509405	1810.132915	766.433502	20302.064453	1962.693820	2525.670201	9.222620	9.980122	9.566554	10.393691	70.473345	0.988649	11528453.289990	1416.608311	1504.763628	1417.108311	543.736372	16.349886	31.543420	1966365.210155	1964.503583	1000.947633	30725.492188	2781.837717	2528.125311	8.614610	9.669429	9.382675	9.956184	68.454989	0.993415	25681382.119883	1283.392358	1823.507462	1283.892358	224.992538	16.350666	31.519833	1094270.714118	1727.259711	633.529924	17796.757812	1548.076384	2526.754896	8.685983	9.730690	9.390374	10.071005	67.078301	0.989943	7817550.542661	645.605160	1904.571680	646.105160	143.928320	16.354364	31.513998	992863.428010	1697.507053	584.895024	18234.056641	1404.614421	2524.865242	7.833223	9.459215	9.186550	9.731880	67.411986	0.993323	7270306.895268	304.010344	1351.097004	304.510344	697.402996	16.356334	31.555106	927310.059639	1679.316026	552.195087	20049.333984	1311.875376	2531.042362	6.924432	9.130594	8.954374	9.306815	74.420032	0.997967	7243428.811968	503.220174	1550.943610	503.720174	497.556390	16.355183	31.540246	913599.233203	1675.533835	545.258600	18503.468750	1292.478524	2529.322577	7.297714	9.230863	9.032902	9.428823	69.663743	0.996805	6695301.040401	1702.242736	180.197171	1702.742736	1868.302829	16.348197	31.641512	1071075.659759	1721.418276	622.205349	18270.134766	1515.262095	2530.245999	8.419930	9.652376	9.366661	9.938092	76.325767	0.995565	7732174.999221	2459357.981247
14	ogg2m001-ep02-20210522-0169-e91.fits.fz	14.000000	0.000000	59357.979028	2459357.979028	NaN	NaN	NaN	NaN	NaN	1.036449	9.251848	15.000000	60.000000	90.000000	0.195642	0.275024	0.440946	0.205084	0.154096	0.144239	0.165285	0.199421	0.000300	0.000406	0.000556	0.000351	0.000280	0.000275	0.000321	0.000347	651.509451	676.595849	792.706322	584.619269	550.678031	524.183602	514.751589	575.363599	6446616.842800	3983.122771	1049.392766	1048.514288	1049.892766	999.985712	16.352004	31.577365	1261229.750048	706.858347	1772.086235	711.720302	24649.941406	1784.275103	2510.944400	12098.000000	8.022479	9.175474	9.153619	9.197330	49.011049	0.998835	12651197.031162	1794.469927	1673.963327	1794.969927	374.536673	16.347699	31.530780	1390540.867936	1808.664714	768.821804	22452.707031	1967.212913	2514.772847	9.104052	9.690689	9.383001	9.998377	62.604794	0.987894	12523512.614360	1416.563464	1505.082352	1417.063464	543.417648	16.349886	31.543416	1972738.826615	1964.361858	1004.264473	33068.777344	2790.854539	2519.374437	8.549901	9.402997	9.263040	9.542955	58.275414	0.995567	27923317.113766	1283.304650	1823.816760	1283.804650	224.683240	16.350666	31.519831	1097099.649107	1726.177294	635.566029	19530.703125	1552.078509	2516.693496	8.677234	9.435335	9.238463	9.632207	59.779252	0.992850	8605018.691299	645.558854	1904.918754	646.058854	143.581246	16.354364	31.513996	993394.844766	1696.320372	585.617470	19739.603516	1405.366222	2518.082853	7.894293	9.139900	8.915275	9.364525	64.834513	0.994078	7973630.124864	303.943154	1351.384370	304.443154	697.115630	16.356334	31.555109	929852.046910	1678.292529	554.046467	21482.515625	1315.471552	2521.120351	6.848863	8.770548	8.697152	8.843943	60.322377	0.998922	8042735.824297	503.164894	1551.236780	503.664894	497.263220	16.355182	31.540247	914392.453329	1672.884239	546.596370	20059.041016	1293.600701	2519.574916	7.322342	8.848924	8.733606	8.964242	58.749117	0.996815	7371690.115169	1702.184425	180.563063	1702.684425	1867.936937	16.348196	31.641502	1071845.045814	1719.608016	623.307775	20349.042969	1516.350554	2519.712474	8.388626	9.390802	9.335375	9.446228	58.133809	0.999289	8454654.300822	2459357.983378
15	ogg2m001-ep02-20210522-0170-e91.fits.fz	15.000000	0.000000	59357.981161	2459357.981161	NaN	NaN	NaN	NaN	NaN	1.038921	9.438594	15.000000	60.000000	90.000000	0.194966	0.274799	0.440070	0.204627	0.154088	0.144075	0.166113	0.199804	0.000301	0.000407	0.000556	0.000351	0.000280	0.000276	0.000322	0.000348	648.614100	675.048960	790.944954	582.408542	549.494970	522.651957	515.230618	574.710881	6443717.588695	3989.534257	1049.533344	1048.189329	1050.033344	1000.310671	16.352005	31.577364	1256305.772194	706.858347	1773.866628	708.230118	23112.156250	1777.309099	2525.914390	12052.000000	8.048471	9.362420	9.371794	9.353046	43.260465	0.998911	11663150.044927	1794.649440	1673.680866	1795.149440	374.819134	16.347699	31.530776	1389025.585797	1811.005156	766.991514	20890.148438	1965.069227	2529.131822	9.419261	9.919745	9.711811	10.127679	60.855650	0.993644	11608534.538364	1416.722046	1504.743138	1417.222046	543.756862	16.349886	31.543416	1969131.991591	1965.703723	1001.744041	31581.105469	2785.751912	2532.902441	8.689921	9.578989	9.491870	9.666109	53.540405	0.996165	25974569.945987	1283.488083	1823.505539	1283.988083	224.994461	16.350665	31.519829	1094576.969059	1729.426940	632.913102	18162.947266	1548.509646	2532.327887	8.930081	9.627637	9.522483	9.732792	54.969011	0.995897	7914524.371177	645.695444	1904.569293	646.195444	143.930707	16.354364	31.513995	992899.511436	1699.145464	584.352272	19065.224609	1404.665469	2530.727228	7.998643	9.303615	9.198228	9.409002	56.906030	0.996852	7478894.505832	304.075220	1351.037421	304.575220	697.462579	16.356334	31.555108	928378.726831	1680.714608	552.371427	20527.810547	1313.387231	2535.931513	7.011256	8.979853	8.931779	9.027928	52.943912	0.998470	7504086.118651	503.300897	1550.892672	503.800897	497.607328	16.355183	31.540246	917908.097018	1676.999341	547.351495	19177.707031	1298.574320	2532.738274	7.519486	9.168196	9.119840	9.216552	52.593687	0.998379	6865858.607720	1702.315913	180.245119	1702.815913	1868.254881	16.348197	31.641502	1073074.945229	1723.197161	622.723255	18637.699219	1518.090505	2534.050832	8.639786	9.581600	9.576181	9.587019	46.189076	0.999257	7806056.718061	2459357.985511
16	ogg2m001-ep02-20210522-0171-e91.fits.fz	16.000000	0.000000	59357.983292	2459357.983292	NaN	NaN	NaN	NaN	NaN	1.041553	9.376273	15.000000	60.000000	90.000000	0.194671	0.274720	0.441298	0.205464	0.153659	0.144127	0.164907	0.199471	0.000301	0.000408	0.000559	0.000353	0.000281	0.000276	0.000322	0.000348	646.545745	673.225658	789.810010	582.535569	546.968450	521.603997	511.594964	572.956442	6431912.846005	3991.160085	1049.407839	1048.361651	1049.907839	1000.138349	16.352004	31.577363	1252109.576283	706.858347	1773.922130	705.842469	22234.162109	1771.372697	2531.994287	12291.000000	8.039180	9.595785	9.612683	9.578887	43.243856	0.996695	11029878.204098	1794.394635	1673.809992	1794.894635	374.690008	16.347699	31.530776	1386165.810825	1812.505983	764.778613	19716.880859	1961.023473	2536.157738	9.328355	10.092384	9.899093	10.285675	56.594612	0.990544	11118496.378198	1416.558105	1504.931178	1417.058105	543.568822	16.349886	31.543413	1969327.962569	1966.808585	1001.280947	29667.636719	2786.029154	2539.183257	8.759072	9.871279	9.756256	9.986303	53.717713	0.993952	24523575.093136	1283.305589	1823.656033	1283.805589	224.843967	16.350666	31.519827	1096281.005367	1730.777044	633.403944	17656.994141	1550.920365	2537.862446	8.748837	9.854457	9.758523	9.950390	51.185458	0.991742	7603689.318166	645.569164	1904.704837	646.069164	143.795163	16.354364	31.513995	988320.652769	1699.647259	581.485745	17991.185547	1398.187709	2539.486981	7.867339	9.493610	9.368608	9.618611	54.326177	0.993223	7041378.465592	303.940545	1351.218709	304.440545	697.281291	16.356334	31.555107	927013.315319	1681.568440	551.278969	19755.824219	1311.455568	2540.586335	6.936384	9.233129	9.237680	9.228577	44.492286	0.996904	7080531.579100	503.172703	1551.068310	503.672703	497.431690	16.355183	31.540244	910517.879776	1676.545833	543.091553	18268.580078	1288.119301	2539.882050	7.437099	9.240742	9.222083	9.259400	46.749779	0.995623	6483941.288834	1702.221558	180.415202	1702.721558	1868.084798	16.348196	31.641505	1069620.187468	1723.209149	620.714083	17926.718750	1513.203023	2541.460723	8.455322	9.798942	9.817541	9.780343	42.714376	0.997731	7407499.230349	2459357.987643
17	ogg2m001-ep02-20210522-0172-e91.fits.fz	17.000000	0.000000	59357.985426	2459357.985426	NaN	NaN	NaN	NaN	NaN	1.044353	9.234363	15.000000	60.000000	90.000000	0.194831	0.273853	0.441520	0.205720	0.154224	0.144134	0.165499	0.199203	0.000301	0.000407	0.000559	0.000353	0.000281	0.000276	0.000323	0.000348	646.759332	672.382840	789.787347	582.723059	548.384472	521.590486	512.639054	572.281690	6434038.793247	3993.178323	1049.210857	1048.490904	1049.710857	1000.009096	16.352005	31.577365	1253551.459121	706.858347	1775.206197	706.144143	24669.158203	1773.412543	2535.550218	12150.000000	7.894412	9.304746	9.487386	9.122106	4.434861	0.998423	12150930.912999	1794.307561	1673.992819	1794.807561	374.507181	16.347699	31.530779	1383191.620148	1811.675597	763.487471	22392.085938	1956.815854	2539.038669	9.106642	9.816501	9.806103	9.826900	46.186016	0.997380	12103144.932364	1416.385322	1505.110978	1416.885322	543.389022	16.349886	31.543414	1970668.147547	1967.853796	1001.430163	32286.974609	2787.925128	2541.621207	8.659517	9.541920	9.658090	9.425750	27.302063	0.998233	26909553.203315	1283.156813	1823.839793	1283.656813	224.660207	16.350665	31.519829	1097778.021378	1732.389839	633.678400	18807.580078	1553.038209	2540.641541	8.648417	9.637051	9.618011	9.656091	47.112893	0.997125	8196111.264339	645.398999	1904.902848	645.898999	143.597152	16.354364	31.513994	992284.635982	1701.444322	583.201356	19404.328125	1403.795598	2541.663539	8.016925	9.284455	9.333236	9.235673	36.598988	0.998679	7653432.876956	303.751925	1351.372304	304.251925	697.127696	16.356334	31.555106	927361.220214	1682.213731	551.274314	21499.949219	1311.947753	2544.147945	6.723479	8.939912	9.112305	8.767519	356.212273	0.998487	7717485.186128	502.978211	1551.234340	503.478211	497.265660	16.355183	31.540244	913622.698515	1678.279149	544.380653	19910.695312	1292.511721	2542.323142	7.177809	9.075959	9.195419	8.956500	7.128107	0.999263	7053524.449136	1702.010285	180.595014	1702.510285	1867.904986	16.348197	31.641501	1068778.305659	1724.256545	619.848774	20315.064453	1512.012004	2545.810757	8.271435	9.437985	9.584890	9.291080	6.767370	0.998975	8280145.808765	2459357.989776
18	ogg2m001-ep02-20210522-0173-e91.fits.fz	18.000000	0.000000	59357.987559	2459357.987559	NaN	NaN	NaN	NaN	NaN	1.047320	9.560968	15.000000	60.000000	90.000000	0.195082	0.274440	0.440484	0.204914	0.154326	0.143985	0.165825	0.199854	0.000301	0.000407	0.000557	0.000351	0.000280	0.000275	0.000322	0.000348	649.107753	674.759191	791.311331	583.163729	550.233560	522.638296	514.766533	575.052679	6449215.872739	3991.763888	1049.257738	1048.261024	1049.757738	1000.238976	16.352004	31.577369	1258127.895785	706.858347	1774.929081	708.832769	25597.689453	1779.886877	2528.727036	12278.000000	8.286521	9.185192	9.307754	9.062630	333.864549	0.998099	12485891.296905	1794.320879	1673.744216	1794.820879	374.755784	16.347698	31.530780	1388786.260921	1811.998420	766.439002	23351.478516	1964.730652	2532.710248	9.255131	9.673765	9.584887	9.762642	87.067032	0.999659	12533163.221911	1416.443061	1504.845016	1416.943061	543.654984	16.349885	31.543418	1972099.605055	1967.310419	1002.434383	35349.808594	2789.950226	2535.561556	8.843522	9.377615	9.410286	9.344943	329.652290	0.999797	27950060.248637	1283.188012	1823.546190	1283.688012	224.953810	16.350665	31.519834	1096789.307716	1730.284762	633.877921	19933.535156	1551.639465	2534.766222	8.860941	9.446387	9.492201	9.400573	359.489012	0.999906	8433656.759860	645.484913	1904.632165	645.984913	143.867835	16.354364	31.513999	995282.112681	1700.702708	585.218162	20422.400391	1408.036160	2535.607837	8.308678	9.143152	9.100303	9.186001	303.724516	0.999403	7786068.949482	303.843488	1351.118313	304.343488	697.381687	16.356334	31.555113	928588.965614	1681.202127	552.336302	22053.013672	1313.684658	2536.821952	7.336757	8.817380	8.949665	8.685094	331.070150	0.996820	7762061.227727	503.042066	1550.991652	503.542066	497.508348	16.355182	31.540249	917326.664620	1677.753513	546.758900	19890.779297	1297.751761	2535.533334	7.814518	8.949069	9.019423	8.878716	327.310747	0.998576	7171868.261212	1702.008259	180.334569	1702.508259	1868.165431	16.348196	31.641508	1074214.034426	1723.887517	623.134644	21677.482422	1519.701987	2538.297282	8.547313	9.345016	9.395573	9.294460	323.183518	0.998526	8503320.258312	2459357.991909
19	ogg2m001-ep02-20210522-0174-e91.fits.fz	19.000000	0.000000	59357.989691	2459357.989691	NaN	NaN	NaN	NaN	NaN	1.050456	9.519986	15.000000	60.000000	90.000000	0.194398	0.273829	0.441735	0.205166	0.154470	0.144636	0.165701	0.199411	0.000300	0.000406	0.000557	0.000351	0.000280	0.000275	0.000322	0.000347	648.439407	675.084932	792.884425	584.444801	551.526164	525.150466	515.388775	575.037229	6457556.398855	3991.245071	1049.260397	1048.127610	1049.760397	1000.372390	16.352005	31.577370	1255336.354331	706.858347	1773.650901	707.769693	25469.015625	1775.937654	2526.082465	12133.000000	8.213997	9.057035	9.243823	8.870247	337.143710	0.996514	12792045.301069	1794.311161	1673.531255	1794.811161	374.968745	16.347698	31.530784	1388150.093979	1810.980395	766.518565	23870.187500	1963.830660	2528.618469	9.261629	9.604854	9.557912	9.651796	80.741667	0.999894	12745670.967940	1416.443704	1504.671073	1416.943704	543.828927	16.349885	31.543419	1978539.127521	1968.365551	1005.168540	35732.812500	2799.060287	2532.553943	8.783016	9.286811	9.376398	9.197224	345.207488	0.999508	28888502.216726	1283.196192	1823.315527	1283.696192	225.184473	16.350665	31.519837	1099325.684750	1730.181490	635.381716	20400.371094	1555.227705	2532.927942	8.770727	9.371436	9.349819	9.393053	276.420800	0.999978	8766842.750839	645.533509	1904.402103	646.033509	144.097897	16.354364	31.514000	997499.399535	1700.290372	586.664146	20679.417969	1411.172979	2531.115481	8.125521	9.051020	9.052937	9.049102	315.638171	0.999638	8090605.247580	303.896802	1350.895613	304.396802	697.604387	16.356334	31.555116	933992.436483	1682.230108	555.210867	22160.513672	1321.329005	2534.840820	7.336514	8.777597	8.957293	8.597902	338.296890	0.996826	8120056.299893	503.105281	1550.758218	503.605281	497.741782	16.355183	31.540252	917922.924241	1676.867732	547.403296	20665.951172	1298.595296	2531.496402	7.672417	8.807814	8.938633	8.676994	342.511980	0.998686	7469797.995648	1702.054771	180.184433	1702.554771	1868.315567	16.348196	31.641518	1073618.568363	1723.517017	622.923103	21433.132812	1518.859575	2535.735509	8.435098	9.336748	9.448209	9.225287	330.604543	0.997877	8598360.522891	2459357.994042
20	ogg2m001-ep02-20210522-0175-e91.fits.fz	20.000000	0.000000	59357.991824	2459357.991824	NaN	NaN	NaN	NaN	NaN	1.053769	9.123708	15.000000	60.000000	90.000000	0.194580	0.273719	0.440730	0.205152	0.153713	0.143690	0.165619	0.200306	0.000299	0.000405	0.000555	0.000350	0.000279	0.000274	0.000321	0.000347	650.469875	676.515702	794.212066	585.753526	550.959693	523.850878	516.490102	577.691333	6473917.380585	3992.383884	1049.122956	1048.387683	1049.622956	1000.112317	16.352005	31.577365	1259694.639422	706.858347	1773.953412	710.105818	29885.447266	1782.103366	2522.213864	12032.000000	7.788842	8.714485	8.953770	8.475200	349.328365	0.996529	14648079.694806	1794.166134	1673.812389	1794.666134	374.687611	16.347698	31.530781	1391228.642273	1811.251947	768.103324	26287.416016	1968.185915	2526.183188	8.799185	9.235214	9.217565	9.252862	54.843636	0.999871	14448896.440917	1416.288060	1504.910903	1416.788060	543.589097	16.349885	31.543418	1980419.050842	1968.342278	1006.135505	40831.832031	2801.719834	2531.182166	8.392383	8.930857	9.034135	8.827578	359.165130	0.999465	32647528.439601	1283.048291	1823.593239	1283.548291	224.906761	16.350665	31.519834	1102051.454236	1730.599126	636.803427	23155.210938	1559.083880	2529.816630	8.454777	8.989108	9.112925	8.865290	9.292632	0.999156	9918028.837805	645.344191	1904.672947	645.844191	143.827053	16.354364	31.513997	995123.186263	1698.712085	585.810388	23422.353516	1407.811325	2529.158076	7.823381	8.615567	8.743867	8.487268	6.134540	0.999071	9146348.193024	303.770296	1351.196804	304.270296	697.303196	16.356334	31.555108	930235.505847	1680.549476	553.530568	24569.392578	1316.014036	2532.455899	6.947166	8.352838	8.580383	8.125292	347.459082	0.996387	9249082.245202	502.932380	1551.033746	503.432380	497.466254	16.355182	31.540247	919856.451030	1676.841806	548.564837	23228.806641	1301.330677	2529.506895	7.186100	8.489565	8.651879	8.327251	344.642943	0.998023	8518867.492453	1701.836103	180.478513	1702.336103	1868.021487	16.348197	31.641507	1080361.782204	1725.500613	626.114980	23917.167969	1528.399271	2534.695472	8.077846	9.011831	9.170809	8.852854	341.665727	0.998066	9831457.669700	2459357.996175
21	ogg2m001-ep02-20210522-0176-e91.fits.fz	21.000000	0.000000	59357.993957	2459357.993957	NaN	NaN	NaN	NaN	NaN	1.057257	8.974543	15.000000	60.000000	90.000000	0.194322	0.275456	0.440141	0.204435	0.154216	0.143826	0.165153	0.200381	0.000298	0.000405	0.000553	0.000349	0.000279	0.000274	0.000320	0.000346	651.501930	680.014638	795.726541	586.196254	553.566023	525.702060	516.884331	579.478646	6474159.932541	3982.677549	1049.336321	1048.101749	1049.836321	1000.398251	16.352005	31.577371	1258074.290427	706.858347	1769.165378	711.111751	28312.078125	1779.811041	2502.003001	12066.000000	7.655929	8.592797	8.795606	8.389989	349.760385	0.997464	14957534.366664	1794.418871	1673.614081	1794.918871	374.885919	16.347698	31.530781	1398202.457058	1808.997892	772.915470	24388.824219	1978.051844	2504.923899	8.771917	9.228418	9.165780	9.291057	58.422779	0.999096	14601290.590750	1416.529938	1504.705299	1417.029938	543.794701	16.349885	31.543419	1978655.312924	1964.110263	1007.405414	37421.316406	2799.224655	2509.893014	8.296308	8.833255	8.920044	8.746466	9.822000	0.999565	32991848.973339	1283.313960	1823.409902	1283.813960	225.090098	16.350665	31.519834	1098892.901781	1725.000881	637.039038	21414.964844	1554.615442	2509.513739	8.422950	8.848310	8.845462	8.851158	47.605967	0.999950	9950310.151160	645.533538	1904.491175	646.033538	144.008825	16.354364	31.513998	998418.327144	1695.813750	588.754707	22213.503906	1412.472996	2509.734497	7.614836	8.593571	8.651590	8.535552	359.892268	0.999818	9342721.393129	303.910212	1350.955713	304.410212	697.544287	16.356334	31.555112	931151.123853	1676.073507	555.555064	24522.216797	1317.309370	2510.243876	6.785397	8.259236	8.428936	8.089536	337.926466	0.996723	9440498.020343	503.111385	1550.815071	503.611385	497.684929	16.355183	31.540250	917669.188361	1672.008380	548.842458	22371.779297	1298.236333	2510.800880	7.217683	8.384251	8.567480	8.201022	346.868713	0.997627	8561083.664710	1702.066746	180.213599	1702.566746	1868.286401	16.348197	31.641510	1080740.072418	1720.545813	628.137923	23719.189453	1528.934442	2511.767651	7.907614	8.889693	8.975703	8.803683	333.507405	0.998967	10133952.400031	2459357.998308
22	ogg2m001-ep02-20210522-0177-e91.fits.fz	22.000000	0.000000	59357.996089	2459357.996089	NaN	NaN	NaN	NaN	NaN	1.060916	9.114221	15.000000	60.000000	90.000000	0.194471	0.275226	0.440554	0.204901	0.154288	0.143890	0.165304	0.199675	0.000298	0.000404	0.000553	0.000349	0.000278	0.000273	0.000319	0.000345	652.635036	680.454181	796.759200	587.561811	554.635877	526.668499	518.076447	579.036468	6462628.269471	3970.895768	1049.363792	1047.922851	1049.863792	1000.577149	16.352004	31.577372	1256794.564959	706.858347	1764.108805	712.424631	28020.125000	1778.000600	2480.327567	11981.000000	7.926950	8.728021	8.914143	8.541899	335.070841	0.995627	14363074.729251	1794.376397	1673.396370	1794.876397	375.103630	16.347698	31.530780	1394799.569122	1803.817963	773.248519	25096.447266	1973.237743	2483.820866	8.818280	9.257314	9.233687	9.280941	309.159109	0.999364	14377372.615841	1416.494092	1504.469630	1416.994092	544.030370	16.349885	31.543421	1976416.544053	1959.005152	1008.887875	37425.410156	2796.057445	2487.202409	8.348713	8.946484	9.052101	8.840868	333.775381	0.998500	32101748.831779	1283.259727	1823.211479	1283.759727	225.288521	16.350665	31.519832	1099012.465979	1720.735513	638.687618	21693.101562	1554.784591	2487.670626	8.486510	8.956161	9.051691	8.860631	341.296485	0.999279	9846466.174672	645.602771	1904.253857	646.102771	144.246143	16.354364	31.513999	997108.236300	1690.155111	589.950727	22114.279297	1410.619596	2486.510474	7.777056	8.656207	8.731282	8.581132	329.124211	0.998657	9141992.899021	304.001976	1350.736286	304.501976	697.763714	16.356334	31.555116	929905.596943	1670.631805	556.619115	24408.316406	1315.547310	2487.860157	7.027650	8.338707	8.518767	8.158647	336.313503	0.995937	9244870.794820	503.191643	1550.606204	503.691643	497.893796	16.355182	31.540251	916753.584015	1666.206580	550.204035	22378.726562	1296.941018	2485.702213	7.363072	8.415212	8.654801	8.175623	345.995462	0.995847	8424125.656034	1702.073463	180.013827	1702.573463	1868.486173	16.348196	31.641516	1075646.106301	1714.461345	627.395951	22686.958984	1521.727954	2489.666381	8.190997	8.935782	9.059193	8.812371	328.892467	0.996490	9730866.820427	2459358.000440
