Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_T4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep05-20210522-0209-e91.fits	55	0	59357.994650	2459357.994650	2459357.999018	1.058397	43.500000	-80	NaN	67	16.352136	31.578728	NaN	NaN	1.989908	0.867602	7.382017	15	30	45	0.140765	0.694283	0.151222	0.557121	0.613699	0.209292	0.038254	0.000164	0.000524	0.000168	0.000334	0.000468	0.000221	0.000120	859.104235	1324.083198	897.677676	1666.372795	1310.084619	947.749726	317.839293	9604882.687683	3628.140325	1047.510419	1038.594926	1048.010419	1009.905074	16.352000	31.577617	1352028.025473	706.858347	1488.592288	908.259458	34242.062500	1912.728386	854.919016	3036	7.394929	8.292706	8.372051	8.213360	327.100133	0.997821	1894.666510	888.849659	1895.166510	1159.650341	16.347050	31.587882	3935886.341104	2192.906339	1794.826469	81036.320312	5568.140148	859.625000	8.724431	9.029818	9.132405	8.927231	343.575662	0.999269	1989.679627	1210.109739	1990.179627	838.390261	16.346523	31.563853	1452468.042051	1522.167821	954.210188	29878.677734	2054.821943	853.163312	8.747444	9.096187	9.135795	9.056579	1.544615	0.999924	116.161105	1359.926795	116.661105	688.573205	16.357452	31.554611	5351079.891456	2495.233928	2144.520332	133343.484375	7570.229472	860.565627	6.332648	7.787757	7.718837	7.856677	305.534629	0.997024	213.073155	1972.808341	213.573155	75.691659	16.356934	31.508872	3652792.409164	2125.571052	1718.499321	101589.148438	5167.644160	850.232459	6.415608	7.780390	7.624232	7.936548	292.480573	0.996784	19.220269	1062.199693	19.720269	986.300307	16.357994	31.576879	1662318.118027	1616.880162	1028.102241	52656.707031	2351.699071	852.936940	5.964570	7.672834	7.630720	7.714949	310.088869	0.995859	1416.685185	1491.941613	1417.185185	556.558387	16.349885	31.543472	353885.819387	1105.536184	320.103335	8668.378906	500.646022	852.215262	8.094488	8.664933	8.685881	8.643984	322.607223	0.999661	0.999293	0.001163
ogg2m001-ep05-20210522-0210-e91.fits	56	0	59357.995464	2459357.995464	2459357.999832	1.059799	43.700000	-80	NaN	67	16.352138	31.578709	NaN	NaN	1.994095	0.867660	7.411451	15	30	45	0.140813	0.695075	0.151648	0.557879	0.613491	0.208938	0.038304	0.000164	0.000524	0.000168	0.000334	0.000468	0.000220	0.000120	861.097678	1326.930386	901.629316	1669.411870	1312.025399	950.588010	320.290333	9594708.793092	3616.350152	1047.804218	1038.304405	1048.304218	1010.195595	16.352000	31.577619	1351061.638933	706.858347	1484.063249	910.380093	33263.714844	1911.361229	834.342547	3062	7.359513	8.425906	8.534423	8.317389	323.771861	0.992701	1894.978114	888.546357	1895.478114	1159.953643	16.347050	31.587891	3934364.173249	2187.335604	1798.701656	78584.789062	5565.986721	836.777419	8.877893	9.141449	9.302826	8.980072	330.407659	0.995253	1989.967267	1209.811266	1990.467267	838.688734	16.346523	31.563859	1455017.491438	1517.722179	958.685003	27640.275391	2058.428676	831.820716	8.801084	9.241483	9.325571	9.157394	324.526197	0.996893	116.582621	1359.550339	117.082621	688.949661	16.357453	31.554612	5352687.954523	2492.049541	2147.905917	133566.890625	7572.504416	839.934942	6.345860	7.887247	7.850794	7.923700	312.292879	0.990403	213.448269	1972.413170	213.948269	76.086830	16.356934	31.508868	3648156.988459	2122.442159	1718.848720	102683.906250	5161.086381	830.530238	6.480302	7.878139	7.722194	8.034084	301.685552	0.992204	19.629439	1061.816405	20.129439	986.683595	16.357995	31.576883	1658233.709920	1607.780633	1031.380573	52098.316406	2345.920815	831.771275	5.859232	7.768102	7.731095	7.805110	312.624254	0.986770	1416.930679	1491.656776	1417.430679	556.843224	16.349886	31.543471	353953.921463	1097.192826	322.599559	8536.974609	500.742366	832.613984	8.156274	8.748821	8.766029	8.731613	317.007269	0.996843	0.999638	0.001161
ogg2m001-ep05-20210522-0211-e91.fits	57	0	59357.996277	2459357.996277	2459358.000645	1.061219	43.600000	-80	NaN	67	16.352138	31.578684	NaN	NaN	1.994095	0.867718	7.543735	15	30	45	0.140634	0.694213	0.151123	0.559386	0.613338	0.209530	0.038254	0.000163	0.000523	0.000168	0.000334	0.000467	0.000220	0.000119	861.939790	1328.256779	901.668398	1672.936367	1314.202428	954.059539	320.440979	9604550.934546	3614.858808	1047.966881	1037.970518	1048.466881	1010.529482	16.352000	31.577619	1350727.111374	706.858347	1482.326509	911.221045	34443.535156	1910.887969	826.456951	2970	7.679429	8.521867	8.701789	8.341944	326.148030	0.987624	1895.078539	888.184763	1895.578539	1160.315237	16.347049	31.587887	3935517.682669	2188.537055	1798.241284	76847.414062	5567.618603	829.328742	8.847990	9.175703	9.389804	8.961602	331.603839	0.992747	1990.096281	1209.388836	1990.596281	839.111164	16.346523	31.563860	1451466.173983	1514.227414	958.552303	27943.884766	2053.404590	824.420207	8.913950	9.257605	9.430797	9.084413	331.812314	0.995438	116.681305	1359.248235	117.181305	689.251765	16.357452	31.554616	5372647.340694	2494.973154	2153.388838	133806.890625	7600.741171	831.426593	6.485324	7.930093	7.955316	7.904869	316.695747	0.988437	213.583499	1972.174326	214.083499	76.325674	16.356934	31.508867	3651335.814969	2119.987615	1722.338276	100300.750000	5165.583501	823.648366	6.637526	7.908585	7.791213	8.025957	306.220279	0.990325	19.720769	1061.506241	20.220769	986.993759	16.357995	31.576887	1663818.458646	1606.529386	1035.660146	52988.175781	2353.821619	824.270611	6.101282	7.825230	7.896093	7.754367	319.510620	0.986661	1417.100407	1491.278462	1417.600407	557.221538	16.349885	31.543472	353878.978262	1096.460488	322.746676	8530.520508	500.636344	825.221497	8.140644	8.769287	8.854384	8.684189	323.681741	0.995771	0.998366	0.001158
ogg2m001-ep05-20210522-0212-e91.fits	58	0	59357.997090	2459357.997090	2459358.001458	1.062667	43.600000	-80	NaN	67	16.352134	31.578719	NaN	NaN	1.994095	0.867764	7.616989	15	30	45	0.140713	0.695120	0.150952	0.558234	0.612103	0.209688	0.038309	0.000163	0.000524	0.000168	0.000334	0.000466	0.000220	0.000120	861.411091	1327.156323	899.127422	1670.466398	1312.579471	953.291648	320.464985	9591788.974328	3613.593979	1047.318531	1038.487624	1047.818531	1010.012376	16.351999	31.577616	1349685.345128	706.858347	1482.028492	910.701348	35855.324219	1909.414172	825.414670	2946	7.674189	8.486069	8.578251	8.393887	325.208967	0.996123	1894.484848	888.661396	1894.984848	1159.838604	16.347049	31.587887	3933318.241815	2187.972755	1797.699827	84613.875000	5564.507031	829.536093	8.904032	9.210828	9.335406	9.086249	333.551078	0.997990	1989.495094	1209.933862	1989.995094	838.566138	16.346523	31.563856	1447901.037492	1515.139412	955.622318	30305.302734	2048.360953	826.216330	8.943559	9.232522	9.285889	9.179154	328.815552	0.999379	116.017254	1359.801773	116.517254	688.698227	16.357452	31.554612	5354463.217258	2491.019148	2149.507049	133341.812500	7575.015899	830.600390	6.598071	7.895131	7.817824	7.972437	307.116935	0.994806	212.905688	1972.669815	213.405688	75.830185	16.356934	31.508869	3641929.666848	2118.358547	1719.222495	103956.875000	5152.276523	825.615367	6.613341	7.883431	7.688339	8.078524	293.490539	0.994743	19.061677	1062.063565	19.561677	986.436435	16.357995	31.576882	1662643.401326	1606.629610	1034.864160	50502.691406	2352.159253	820.811515	6.307253	7.838149	7.806161	7.870137	312.087030	0.993534	1416.400665	1491.819855	1416.900665	556.680145	16.349885	31.543469	353897.664340	1096.419188	322.775876	8977.555664	500.662779	823.580932	8.278479	8.732442	8.797356	8.667529	328.168520	0.998877	0.998923	0.001160
ogg2m001-ep05-20210522-0213-e91.fits	59	0	59357.997903	2459357.997903	2459358.002272	1.064146	43.700000	-80	NaN	67	16.352134	31.578696	NaN	NaN	1.994681	0.867822	7.457993	15	30	45	0.141058	0.694922	0.150976	0.558461	0.611781	0.209772	0.038456	0.000164	0.000525	0.000169	0.000335	0.000467	0.000221	0.000120	858.555801	1323.584247	895.622370	1666.961479	1308.700746	948.903377	319.763361	9582522.799293	3621.143021	1047.254934	1038.180402	1047.754934	1010.319598	16.352000	31.577616	1351686.894136	706.858347	1489.209128	907.654183	35222.707031	1912.245784	844.817408	3049	7.571272	8.619059	8.724112	8.514005	325.561717	0.995426	1894.484021	888.375677	1894.984021	1160.124323	16.347049	31.587883	3928857.953073	2189.456856	1794.444107	79943.453125	5558.197013	849.043363	8.723132	9.287085	9.424602	9.149568	332.046547	0.997210	1989.493321	1209.668447	1989.993321	838.831553	16.346523	31.563853	1446726.430893	1520.002786	951.791960	29855.736328	2046.699225	844.458203	8.989736	9.347483	9.428572	9.266393	331.733885	0.999010	115.967256	1359.489527	116.467256	689.010473	16.357451	31.554614	5351463.657231	2493.297103	2146.340141	133343.812500	7570.772390	850.557626	6.311610	8.087682	8.098187	8.077177	316.058126	0.995051	212.866688	1972.376580	213.366688	76.123420	16.356934	31.508874	3637221.696673	2121.613291	1714.366002	103528.703125	5145.616108	844.278302	6.371745	8.106733	7.989542	8.223924	302.520624	0.995307	18.982561	1061.764370	19.482561	986.735630	16.357994	31.576881	1661588.352239	1613.623753	1029.724773	51550.339844	2350.666663	842.173247	6.189281	7.996317	8.037887	7.954747	318.578031	0.993034	1416.439435	1491.545176	1416.939435	556.954824	16.349885	31.543469	354854.797308	1101.785314	322.072542	9324.033203	502.016845	842.396894	8.049174	9.001916	8.993908	9.009924	314.040567	0.997177	1.001372	0.001166
ogg2m001-ep05-20210522-0214-e91.fits	60	0	59357.998717	2459357.998717	2459358.003085	1.065646	43.700000	-80	NaN	67	16.352141	31.578668	NaN	NaN	1.994681	0.867881	7.628928	15	30	45	0.140952	0.694091	0.151189	0.561377	0.613449	0.209456	0.038309	0.000165	0.000526	0.000169	0.000337	0.000470	0.000222	0.000121	854.547173	1320.124196	893.654063	1665.651246	1305.849972	945.105684	315.495204	9579257.298406	3630.341878	1048.423519	1037.801209	1048.923519	1010.698791	16.352000	31.577616	1350219.580328	706.858347	1494.886979	903.225193	33827.046875	1910.169960	867.540468	2975	8.006362	8.702576	8.796184	8.608968	322.951237	0.993837	1895.528795	888.044369	1896.028795	1160.455631	16.347050	31.587881	3924745.411729	2191.740922	1790.697693	76154.085938	5552.378957	870.913891	9.006260	9.371417	9.485830	9.257004	329.710826	0.997530	1990.542841	1209.289823	1991.042841	839.210177	16.346523	31.563853	1448280.482572	1524.853194	949.783552	28091.763672	2048.897758	866.654753	8.955410	9.464097	9.505920	9.422275	323.849976	0.999155	117.055485	1359.135744	117.555485	689.364256	16.357452	31.554609	5377574.849646	2503.973607	2147.616427	133808.640625	7607.712170	874.797175	6.458464	8.103796	8.012091	8.195500	307.673225	0.991998	213.920064	1972.034208	214.420064	76.465792	16.356935	31.508865	3642126.315268	2126.142101	1713.021116	100252.039062	5152.554724	868.274242	6.581929	8.130074	7.908613	8.351536	294.880962	0.992898	20.097150	1061.394812	20.597150	987.105188	16.357995	31.576879	1658955.345580	1617.950075	1025.343965	50910.660156	2346.941721	865.809477	6.061583	8.035713	7.974901	8.096524	310.523673	0.990542	1417.556293	1491.133090	1418.056293	557.366910	16.349885	31.543469	353430.225830	1112.389860	317.721546	8340.475586	500.001489	866.268760	8.332490	9.058928	9.054703	9.063153	314.493685	0.997214	1.000626	0.001171
ogg2m001-ep05-20210522-0215-e91.fits	61	0	59357.999530	2459357.999530	2459358.003899	1.067178	43.799000	-80	NaN	67	16.352136	31.578699	NaN	NaN	1.994681	0.867927	7.476793	15	30	45	0.140966	0.695037	0.151107	0.561505	0.612632	0.209483	0.038273	0.000166	0.000528	0.000170	0.000338	0.000470	0.000223	0.000122	850.927456	1316.321279	888.920034	1662.291125	1302.164098	941.117591	313.317466	9587111.599984	3644.631495	1047.476206	1038.109628	1047.976206	1010.390372	16.352000	31.577624	1351455.335053	706.858347	1502.819746	899.279730	32019.945312	1911.918195	891.317707	3049	7.627425	8.670868	8.669373	8.672363	314.756722	0.998351	1894.628715	888.368198	1895.128715	1160.131802	16.347050	31.587893	3931121.274396	2200.034830	1786.845018	76456.695312	5561.398957	894.097461	8.739323	9.330177	9.482966	9.177388	336.064474	0.997617	1989.643893	1209.655483	1990.143893	838.844517	16.346523	31.563860	1448683.930241	1533.837561	944.483280	28268.275391	2049.468520	888.252691	8.829622	9.359202	9.419548	9.298855	327.673792	0.999093	116.221195	1359.456232	116.721195	689.043768	16.357453	31.554611	5383211.411983	2509.849585	2144.834274	133110.968750	7615.686275	899.527575	6.262776	8.065849	8.012949	8.118748	309.616687	0.995070	213.132990	1972.346328	213.632990	76.153672	16.356934	31.508866	3642101.180786	2131.275482	1708.883348	94196.093750	5152.519166	892.565179	6.476640	8.073573	7.914780	8.232367	297.460113	0.995319	19.246247	1061.685378	19.746247	986.814622	16.357995	31.576884	1660490.473161	1626.731278	1020.752779	47506.867188	2349.113482	890.960485	6.230886	8.009813	7.949971	8.069654	309.512744	0.993840	1416.632261	1491.531813	1417.132261	556.968187	16.349885	31.543471	353398.671641	1120.087341	315.509924	8148.512207	499.956849	890.771056	8.170881	8.865085	8.868083	8.862087	315.506614	0.998537	1.000721	0.001176
ogg2m001-ep05-20210522-0216-e91.fits	62	0	59358.000343	2459358.000343	2459358.004712	1.068731	43.799000	-80	NaN	67	16.352135	31.578708	NaN	NaN	1.994681	0.867986	7.918547	15	30	45	0.141028	0.694400	0.150777	0.563940	0.613747	0.209617	0.037951	0.000166	0.000529	0.000171	0.000340	0.000473	0.000224	0.000123	847.072183	1311.877823	882.964380	1660.994427	1298.086285	937.732491	308.660225	9570542.597838	3651.305837	1047.482642	1038.320918	1047.982642	1010.179082	16.352000	31.577618	1349712.983684	706.858347	1507.885996	895.102804	33378.277344	1909.453272	910.858951	3055	8.017630	8.862389	9.039868	8.684909	327.633119	0.991201	1894.543063	888.525346	1895.043063	1159.974654	16.347050	31.587887	3922205.910740	2201.713306	1781.433532	74102.953125	5548.786298	914.154395	9.246212	9.563358	9.797425	9.329291	334.791220	0.994105	1989.560006	1209.801746	1990.060006	838.698254	16.346523	31.563856	1443017.703037	1538.768765	937.774236	26477.583984	2041.452448	910.925672	9.465782	9.620681	9.759494	9.481867	330.201482	0.996750	116.167353	1359.613798	116.667353	688.886202	16.357452	31.554613	5397215.311528	2513.673037	2147.142939	133110.375000	7635.497740	916.805151	6.875143	8.324350	8.345620	8.303080	316.818861	0.993513	213.068747	1972.524136	213.568747	75.975864	16.356934	31.508868	3639908.530134	2134.830225	1705.010772	93572.882812	5149.417200	908.028394	6.937241	8.349274	8.270005	8.428544	306.696708	0.995587	19.208741	1061.859338	19.708741	986.640662	16.357995	31.576885	1658497.658318	1630.667044	1017.067012	46759.226562	2346.294226	909.549709	6.516372	8.291813	8.327012	8.256613	317.719368	0.991976	1416.599496	1491.661783	1417.099496	556.838217	16.349885	31.543470	349930.498646	1126.018534	310.767974	8569.102539	495.050388	910.443828	8.371449	9.058638	9.171178	8.946097	324.420295	0.994082	1.001162	0.001182
ogg2m001-ep05-20210522-0217-e91.fits	63	0	59358.001157	2459358.001157	2459358.005526	1.070318	43.799000	-80	NaN	67	16.352138	31.578664	NaN	NaN	1.994681	0.868044	7.843993	15	30	45	0.140918	0.694457	0.151420	0.566278	0.613255	0.209212	0.038432	0.000167	0.000530	0.000171	0.000341	0.000473	0.000224	0.000123	846.046443	1309.983646	884.741024	1660.617363	1295.750604	935.051992	311.345407	9552503.159897	3650.264904	1047.929129	1037.782298	1048.429129	1010.717702	16.352000	31.577613	1346116.135256	706.858347	1505.622421	894.059571	24896.943359	1904.364772	915.399789	3076	7.844479	9.036772	9.190491	8.883053	349.858029	0.998685	1895.107801	888.038230	1895.607801	1160.461770	16.347050	31.587880	3915000.900803	2199.941947	1779.592824	57839.472656	5538.593294	918.009990	9.296110	9.592274	9.658851	9.525697	16.326124	0.999728	1990.124223	1209.300672	1990.624223	839.199328	16.346523	31.563852	1446438.493468	1538.604848	940.097450	21450.316406	2046.291877	912.508995	9.332423	9.650376	9.664986	9.635766	40.810955	0.999568	116.591388	1359.082861	117.091388	689.417139	16.357452	31.554608	5409376.689667	2517.580572	2148.640941	118170.976562	7652.702571	923.496240	6.770365	8.505564	8.541291	8.469837	323.110035	0.999096	213.513402	1971.973636	214.013402	76.526364	16.356934	31.508869	3631241.657957	2134.453182	1701.251491	79460.992188	5137.156084	913.978210	6.728688	8.555017	8.483104	8.626930	281.051970	0.999671	19.618803	1061.358389	20.118803	987.141611	16.357995	31.576875	1652729.163697	1630.107338	1013.877507	38747.593750	2338.133476	914.880720	6.439748	8.474849	8.572536	8.377161	330.690825	0.998041	1417.124467	1491.115390	1417.624467	557.384610	16.349885	31.543471	353531.437440	1127.629808	313.517286	6773.242676	500.144674	911.833360	8.496141	9.430218	9.442104	9.418331	38.660467	0.999868	1.000379	0.001182
ogg2m001-ep05-20210522-0218-e91.fits	64	0	59358.001971	2459358.001971	2459358.006339	1.071933	43.700000	-80	NaN	67	16.352139	31.578686	NaN	NaN	1.994681	0.868091	7.488746	15	30	45	0.140578	0.693563	0.151250	0.563761	0.614164	0.209409	0.038246	0.000166	0.000529	0.000171	0.000340	0.000473	0.000224	0.000123	845.013927	1310.767051	884.381740	1658.638422	1297.244911	936.379254	310.306421	9552047.381607	3647.096238	1048.012861	1038.018776	1048.512861	1010.481224	16.352000	31.577618	1342811.740348	706.858347	1504.119284	892.756149	32467.500000	1899.690010	907.686923	3009	7.504439	8.919372	8.996188	8.842556	327.409895	0.998316	1895.197618	888.202302	1895.697618	1160.297698	16.347050	31.587890	3911840.772844	2198.440859	1779.370483	73838.695312	5534.122627	909.945399	8.690013	9.426145	9.489506	9.362783	347.829348	0.999782	1990.212664	1209.499141	1990.712664	839.000859	16.346523	31.563858	1444743.508768	1537.669299	939.567116	28183.390625	2043.893964	905.372802	8.732564	9.479622	9.517075	9.442169	22.109295	0.999878	116.719140	1359.311035	117.219140	689.188965	16.357452	31.554612	5385074.471195	2512.656511	2143.179717	133112.203125	7618.321965	915.769504	6.306789	8.375635	8.382869	8.368402	316.226290	0.998371	213.628461	1972.214463	214.128461	76.285537	16.356934	31.508869	3634402.005591	2132.384515	1704.383980	92428.710938	5141.627061	904.583105	6.661771	8.443172	8.322746	8.563598	295.331762	0.997976	19.705629	1061.567149	20.205629	986.932851	16.357995	31.576881	1653937.647386	1628.772619	1015.450301	49723.933594	2339.843130	904.554747	6.231725	8.317597	8.366151	8.269043	322.805834	0.998118	1417.142026	1491.370962	1417.642026	557.129038	16.349885	31.543472	351866.955785	1126.145993	312.452344	8151.147461	497.789914	905.533412	8.293918	9.214900	9.205934	9.223865	312.903854	0.999291	0.997971	0.001181
ogg2m001-ep05-20210522-0219-e91.fits	65	0	59358.002785	2459358.002785	2459358.007153	1.073567	43.299000	-80	NaN	67	16.352134	31.578719	NaN	NaN	1.994308	0.868150	7.772676	15	30	45	0.140150	0.688330	0.150340	0.560646	0.622760	0.207640	0.037987	0.000165	0.000522	0.000169	0.000336	0.000476	0.000221	0.000122	851.153269	1318.804907	889.463831	1666.166885	1307.578798	937.928415	312.434118	9622904.299853	3649.699557	1047.204257	1038.424184	1047.704257	1010.075816	16.352000	31.577621	1348651.941951	706.858347	1499.666698	899.301120	32069.025391	1907.952205	890.115042	3002	7.838168	8.692035	8.837746	8.546323	341.676421	0.998255	1894.257379	888.727009	1894.757379	1159.772991	16.347050	31.587886	3923244.267943	2196.443685	1786.180221	72690.617188	5550.255273	890.619434	9.020594	9.427903	9.590558	9.265248	347.134528	0.998534	1989.291341	1209.979730	1989.791341	838.520270	16.346523	31.563856	1446708.779754	1531.149707	944.851292	26914.279297	2046.674253	885.616138	8.956796	9.471105	9.553205	9.389004	1.852174	0.999698	115.894217	1359.743367	116.394217	688.756633	16.357452	31.554612	5395043.140809	2509.528212	2149.823666	133109.875000	7632.424747	894.891548	6.807223	8.165484	8.182001	8.148967	317.435001	0.997729	212.849963	1972.836836	213.349963	75.663164	16.356934	31.508852	3692942.856379	2142.646171	1723.543022	93752.578125	5224.445424	886.960308	6.974559	8.740525	8.369292	9.111758	68.695578	0.986727	18.943791	1061.990985	19.443791	986.509015	16.357995	31.576883	1654548.976761	1628.464651	1016.017742	47369.363281	2340.707984	887.068110	6.510690	8.086632	8.134174	8.039090	320.882442	0.996675	1416.371271	1491.773855	1416.871271	556.726145	16.349885	31.543474	352168.198771	1119.424968	314.597413	8244.458008	498.216086	887.440781	8.300699	8.937648	9.000793	8.874502	13.184259	0.999751	0.994931	0.001169
ogg2m001-ep05-20210522-0220-e91.fits	66	0	59358.003599	2459358.003599	2459358.007967	1.075236	43.000000	-80	NaN	67	16.352137	31.578687	NaN	NaN	1.994308	0.868209	8.055483	15	30	45	0.140711	0.694416	0.151032	0.566571	0.613347	0.209600	0.038123	0.000165	0.000528	0.000170	0.000340	0.000471	0.000223	0.000122	851.152288	1315.897580	889.302829	1666.192642	1301.630296	940.910771	313.157128	9543724.576342	3629.138578	1047.793801	1038.004537	1048.293801	1010.495463	16.352000	31.577620	1342907.662124	706.858347	1492.825979	899.574151	28422.621094	1899.825711	873.384702	3030	8.176017	9.120301	9.150186	9.090416	323.376424	0.999483	1894.945527	888.257602	1895.445527	1160.242398	16.347050	31.587888	3911267.186936	2190.115492	1785.872572	69148.523438	5533.311169	873.558356	9.301459	9.747091	9.754865	9.739318	321.006560	0.999941	1989.913124	1209.535007	1990.413124	838.964993	16.346523	31.563857	1441403.852037	1525.333615	944.976127	25395.064453	2039.169316	868.746885	9.617406	9.837044	9.771936	9.902152	89.432746	0.999825	116.439279	1359.346711	116.939279	689.153289	16.357453	31.554610	5407196.867080	2510.732531	2153.633173	129209.195312	7649.618753	880.473352	6.825732	8.545506	8.447517	8.643496	302.353654	0.997119	213.333523	1972.248322	213.833523	76.251678	16.356934	31.508865	3628242.435312	2124.372983	1707.912153	88115.460938	5132.913052	871.153851	7.083544	8.639876	8.398980	8.880772	284.119944	0.996000	19.468546	1061.572497	19.968546	986.927503	16.357995	31.576882	1653738.136716	1620.456817	1020.538233	41895.710938	2339.560880	872.074540	6.757686	8.530779	8.464272	8.597286	306.908981	0.996870	1416.938329	1491.413417	1417.438329	557.086583	16.349885	31.543469	350476.817378	1111.395555	315.348406	7318.940430	495.823270	870.653962	8.626535	9.436277	9.267170	9.605383	87.199732	0.998704	0.998913	0.001174
ogg2m001-ep05-20210522-0221-e91.fits	67	0	59358.004411	2459358.004411	2459358.008780	1.076925	42.600000	-80	NaN	67	16.352139	31.578666	NaN	NaN	1.993210	0.868256	7.770650	15	30	45	0.141120	0.693552	0.151243	0.566309	0.613912	0.209365	0.038387	0.000165	0.000527	0.000170	0.000340	0.000471	0.000222	0.000121	853.818721	1317.250559	891.578429	1667.823507	1303.318076	942.291836	316.124121	9547767.466207	3625.872643	1048.136106	1037.742993	1048.636106	1010.757007	16.351999	31.577618	1347376.399013	706.858347	1492.800266	902.583172	28502.005859	1906.147681	865.201729	3075	7.923391	8.945531	8.992881	8.898181	320.425725	0.996838	1895.202739	888.021349	1895.702739	1160.478651	16.347050	31.587882	3910048.994595	2189.152057	1786.102059	66865.445312	5531.587780	867.980673	8.984069	9.557321	9.606096	9.508545	323.482656	0.998776	1990.213492	1209.241312	1990.713492	839.258688	16.346523	31.563856	1444036.326074	1523.976369	947.545090	24149.224609	2042.893505	863.980303	9.084889	9.607990	9.592805	9.623176	311.577346	0.999297	116.794884	1359.071338	117.294884	689.428662	16.357452	31.554612	5406983.841340	2508.759602	2155.241912	128742.875000	7649.317383	873.140469	6.592136	8.395865	8.336923	8.454808	309.949985	0.993590	213.622381	1971.936160	214.122381	76.563840	16.356934	31.508872	3631850.392208	2123.707697	1710.146080	83963.726562	5138.017267	864.953436	7.036718	8.482840	8.312021	8.653659	299.894620	0.993599	19.827221	1061.313706	20.327221	987.186294	16.357995	31.576882	1652904.259000	1617.201803	1022.076686	41582.554688	2338.381185	866.847771	6.400642	8.354219	8.339251	8.369187	313.747828	0.993275	1417.274769	1491.113412	1417.774769	557.386588	16.349885	31.543470	352963.820403	1108.643154	318.374600	7411.422363	499.341660	863.581547	8.372705	9.256347	9.153541	9.359154	301.372213	0.997648	1.001812	0.001173
