 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_C3	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_C3	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_C3	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	Variance_T2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	BJD_TDB
51	ogg2m001-ep05-20210522-0205-e91.fits.fz	51.000000	0.000000	59357.991395	2459357.991395	NaN	NaN	NaN	NaN	NaN	1.053067	11.505742	16.000000	60.000000	90.000000	0.932418	1.143006	0.000000	0.001390	0.001599	0.000000	670.847583	714.992168	0.000000	1456589.207616	1500.898318	1047.557408	1038.613478	1048.057408	1009.886522	16.351998	31.577621	1358150.077526	804.247719	1462.947155	928.365781	37087.152344	1688.721080	911.981033	9422.000000	7.769045	8.679072	8.814857	8.543286	327.956791	0.994876	17009360.736269	19.180766	1062.184321	19.680766	986.315679	16.357994	31.576885	1664889.894171	1574.499866	1057.408724	53133.648438	2070.120753	908.609146	6.382567	11.408629	11.397477	11.419781	313.270448	0.998950	33302666.302630	1989.727025	1210.017876	1990.227025	838.482124	16.346522	31.563866	1456589.207616	1500.898318	970.478273	31949.886719	1811.120097	911.944438	8.941682	11.350208	11.441414	11.259002	332.482565	0.999214	14960424.651593	2459357.995746
52	ogg2m001-ep05-20210522-0206-e91.fits.fz	52.000000	0.000000	59357.992208	2459357.992208	NaN	NaN	NaN	NaN	NaN	1.054359	11.228801	16.000000	60.000000	90.000000	0.930901	1.144561	0.000000	0.001387	0.001599	0.000000	670.982886	715.757349	0.000000	1455575.704023	1498.794839	1047.622231	1038.492761	1048.122231	1010.007239	16.351998	31.577576	1354997.504320	804.247719	1459.930532	928.124644	37606.304688	1684.801177	905.480925	9327.000000	7.322008	8.542373	8.612111	8.472635	323.672200	0.997001	18006459.130015	19.241534	1062.026277	19.741534	986.473723	16.357989	31.576865	1665994.773441	1573.181398	1058.997250	53295.269531	2071.494557	903.717634	6.166570	11.370661	11.356051	11.385271	312.360131	0.999220	34745748.105986	1989.860989	1209.950221	1990.360989	838.549779	16.346526	31.563807	1455575.704023	1498.794839	971.164075	32495.996094	1809.859909	905.151825	8.692083	11.258573	11.313730	11.203416	345.046661	0.999872	15626568.708523	2459357.996559
53	ogg2m001-ep05-20210522-0207-e91.fits.fz	53.000000	55088.820312	59357.993022	2459357.993022	NaN	NaN	NaN	NaN	NaN	1.055677	11.029122	16.000000	60.000000	90.000000	0.929738	1.143030	0.000000	0.001377	0.001587	0.000000	675.033420	720.029136	0.000000	1460319.604210	1494.002349	1048.411412	1037.780444	1048.911412	1010.719556	16.351999	31.577629	1357714.074870	804.247719	1454.660847	933.354382	35259.441406	1688.178956	883.738374	9306.000000	7.391003	8.540952	8.673933	8.407971	330.171263	0.996202	17706251.981347	20.002115	1061.342398	20.502115	987.157602	16.357995	31.576893	1669189.532855	1567.788947	1064.677446	55088.820312	2075.466915	880.719431	5.716571	11.203706	11.223594	11.183818	318.691575	0.999237	35269175.187664	1990.648387	1209.287735	1991.148387	839.212265	16.346522	31.563866	1460319.604210	1494.002349	977.454691	29504.289062	1815.758465	883.145012	8.750991	11.248101	11.338521	11.157682	355.772890	0.999736	15080803.765575	2459357.997373
54	ogg2m001-ep05-20210522-0208-e91.fits.fz	54.000000	56687.015625	59357.993837	2459357.993837	NaN	NaN	NaN	NaN	NaN	1.057027	10.876388	16.000000	60.000000	90.000000	0.933114	1.146371	0.000000	0.001379	0.001589	0.000000	676.636294	721.259335	0.000000	1456723.154008	1488.525249	1047.856118	1038.286095	1048.356118	1010.213905	16.351999	31.577631	1359288.214204	804.247719	1451.351874	936.566961	37735.750000	1690.136237	870.003586	9425.000000	7.048555	8.406349	8.526908	8.285789	327.973611	0.995704	18987880.495458	19.526865	1061.901039	20.026865	986.598961	16.357994	31.576890	1669944.792607	1564.893242	1067.130171	56687.015625	2076.406003	867.139990	6.060193	11.123190	11.111260	11.135119	312.963093	0.999088	37974130.852622	1990.108089	1209.800494	1990.608089	838.699506	16.346522	31.563869	1456723.154008	1488.525249	978.635166	33399.546875	1811.286646	869.438523	8.491295	11.039791	11.101831	10.977750	334.997278	0.999694	16713965.607924	2459357.998188
55	ogg2m001-ep05-20210522-0209-e91.fits.fz	55.000000	0.000000	59357.994650	2459357.994650	NaN	NaN	NaN	NaN	NaN	1.058397	10.896557	16.000000	60.000000	90.000000	0.931213	1.145235	0.000000	0.001372	0.001583	0.000000	678.580517	723.436029	0.000000	1456719.929027	1483.450054	1047.654960	1038.465151	1048.154960	1010.034849	16.351999	31.577626	1356516.233231	804.247719	1444.961205	938.790764	34242.062500	1686.689562	853.228763	9487.000000	7.219132	8.437170	8.525279	8.349061	327.449060	0.997539	17962542.118109	19.285870	1062.084113	19.785870	986.415887	16.357994	31.576887	1668287.012011	1559.376381	1069.842427	52656.707031	2074.344722	850.028042	5.971608	11.151521	11.111152	11.191889	307.442816	0.999229	35764792.215535	1989.946535	1209.928196	1990.446535	838.571804	16.346522	31.563866	1456719.929027	1483.450054	981.981109	29878.677734	1811.282636	852.600260	8.622543	11.093325	11.134353	11.052296	345.905118	0.999930	15705055.450655	2459357.999001
56	ogg2m001-ep05-20210522-0210-e91.fits.fz	56.000000	0.000000	59357.995464	2459357.995464	NaN	NaN	NaN	NaN	NaN	1.059799	10.954605	16.000000	60.000000	90.000000	0.928836	1.140180	0.000000	0.001363	0.001570	0.000000	681.540403	726.228418	0.000000	1459331.960511	1478.255824	1047.967214	1038.171592	1048.467214	1010.328408	16.351999	31.577629	1355480.400380	804.247719	1438.829403	942.071657	33263.714844	1685.401609	833.095410	9526.000000	7.304205	8.587793	8.688947	8.486639	322.849830	0.992423	17424893.604067	19.711176	1061.712545	20.211176	986.787455	16.357995	31.576891	1663901.479057	1551.951145	1072.135218	52098.316406	2068.891759	829.534207	5.890397	11.155257	11.132326	11.178189	312.395612	0.997949	34699386.707118	1990.246620	1209.650358	1990.746620	838.849642	16.346521	31.563871	1459331.960511	1478.255824	987.198519	27640.275391	1814.530431	832.239251	8.772657	11.161524	11.244431	11.078617	325.756974	0.998359	15065651.084220	2459357.999815
57	ogg2m001-ep05-20210522-0211-e91.fits.fz	57.000000	0.000000	59357.996277	2459357.996277	NaN	NaN	NaN	NaN	NaN	1.061220	11.043234	16.000000	60.000000	90.000000	0.931360	1.146538	0.000000	0.001365	0.001576	0.000000	682.185083	727.333413	0.000000	1455799.849569	1474.880261	1048.128511	1037.790608	1048.628511	1010.709392	16.351999	31.577632	1355873.203081	804.247719	1436.466309	943.894886	34443.535156	1685.890019	824.712838	9491.000000	7.463908	8.687934	8.869429	8.506440	326.045589	0.987669	16951283.195415	19.821296	1061.364494	20.321296	987.135506	16.357994	31.576898	1669130.131845	1551.415633	1075.875540	52988.175781	2075.393056	822.918495	5.954275	11.161157	11.211528	11.110785	320.014776	0.997314	34513675.761151	1990.372108	1209.199718	1990.872108	839.300282	16.346521	31.563874	1455799.849569	1474.880261	987.063078	27943.884766	1810.138611	824.622550	8.756914	11.179211	11.298118	11.060303	329.994332	0.998189	14982460.846775	2459358.000627
58	ogg2m001-ep05-20210522-0212-e91.fits.fz	58.000000	0.000000	59357.997090	2459357.997090	NaN	NaN	NaN	NaN	NaN	1.062667	11.194013	16.000000	60.000000	90.000000	0.932423	1.147060	0.000000	0.001368	0.001579	0.000000	681.814438	726.663427	0.000000	1453204.235691	1473.982539	1047.516134	1038.346331	1048.016134	1010.153669	16.351998	31.577627	1355001.208517	804.247719	1435.491733	943.928256	35855.324219	1684.805783	822.897855	9449.000000	7.599699	8.645731	8.720274	8.571188	323.134837	0.996212	17219116.010499	19.157399	1061.937618	19.657399	986.562382	16.357994	31.576891	1666911.962145	1550.314062	1075.209213	50502.691406	2072.634988	820.509747	6.207761	11.162162	11.120056	11.204269	308.233212	0.998961	33948653.770626	1989.766100	1209.752218	1990.266100	838.747782	16.346521	31.563869	1453204.235691	1473.982539	985.903291	30305.302734	1806.911230	824.277109	8.731346	11.128001	11.181734	11.074268	331.118964	0.999672	15127144.102658	2459358.001440
59	ogg2m001-ep05-20210522-0213-e91.fits.fz	59.000000	0.000000	59357.997903	2459357.997903	NaN	NaN	NaN	NaN	NaN	1.064146	11.093032	16.000000	60.000000	90.000000	0.934577	1.148817	0.000000	0.001376	0.001587	0.000000	679.237032	723.944902	0.000000	1451849.180676	1478.936155	1047.402112	1038.033651	1047.902112	1010.466349	16.351999	31.577626	1356864.225418	804.247719	1442.257376	940.792017	35222.707031	1687.122255	843.604082	9555.000000	7.493958	8.795100	8.888748	8.701451	324.100239	0.995353	16895015.279653	19.073953	1061.663621	19.573953	986.836379	16.357994	31.576888	1667909.542640	1556.066407	1071.875555	51550.339844	2073.875378	839.919374	6.067936	11.328946	11.370055	11.287838	320.677108	0.998641	33160893.551651	1989.744890	1209.489026	1990.244890	839.010974	16.346521	31.563866	1451849.180676	1478.936155	981.684825	29855.736328	1805.226357	843.325059	8.523187	11.216928	11.309376	11.124480	334.148929	0.999293	14748795.556163	2459358.002254
60	ogg2m001-ep05-20210522-0214-e91.fits.fz	60.000000	0.000000	59357.998717	2459357.998717	NaN	NaN	NaN	NaN	NaN	1.065646	11.225832	16.000000	60.000000	90.000000	0.932795	1.144626	0.000000	0.001379	0.001588	0.000000	676.448943	720.629624	0.000000	1454171.243235	1486.575569	1048.611339	1037.648642	1049.111339	1010.851358	16.351998	31.577627	1356444.208018	804.247719	1448.496384	936.449841	33827.046875	1686.600006	865.005667	9287.000000	7.632696	8.909803	8.990891	8.828714	321.796750	0.994003	16035992.929955	20.182807	1061.267027	20.682807	987.232973	16.357994	31.576888	1664482.736223	1561.936828	1065.653044	50910.660156	2069.614493	863.800271	6.067119	11.381991	11.348574	11.415409	311.313110	0.997907	31793538.073994	1990.811724	1209.106728	1991.311724	839.393272	16.346521	31.563866	1454171.243235	1486.575569	978.202033	28091.763672	1808.113605	864.706493	8.884651	11.441230	11.460962	11.421498	320.461923	0.999669	14164908.356748	2459358.003067
61	ogg2m001-ep05-20210522-0215-e91.fits.fz	61.000000	0.000000	59357.999530	2459357.999530	NaN	NaN	NaN	NaN	NaN	1.067178	11.146105	16.000000	60.000000	90.000000	0.933514	1.147552	0.000000	0.001388	0.001600	0.000000	672.729370	717.255418	0.000000	1452402.796892	1493.153629	1047.646849	1038.005174	1048.146849	1010.494826	16.351999	31.577632	1355838.262717	804.247719	1455.696820	931.401542	32019.945312	1685.846575	890.170647	9341.000000	7.411274	8.819347	8.825010	8.813685	315.990500	0.998620	16384460.266031	19.325901	1061.589093	19.825901	986.910907	16.357995	31.576891	1666708.224474	1569.629550	1061.848144	47506.867188	2072.381661	888.655540	6.185675	11.447222	11.422944	11.471499	311.382681	0.998866	32333073.656306	1989.913839	1209.492616	1990.413839	839.007384	16.346521	31.563872	1452402.796892	1493.153629	972.708212	28268.275391	1805.914723	889.569302	8.615533	11.330866	11.405335	11.256396	331.079151	0.999390	14574853.903885	2459358.003881
62	ogg2m001-ep05-20210522-0216-e91.fits.fz	62.000000	0.000000	59358.000343	2459358.000343	NaN	NaN	NaN	NaN	NaN	1.068730	11.408223	16.000000	60.000000	90.000000	0.935027	1.148925	0.000000	0.001397	0.001611	0.000000	669.161322	713.388197	0.000000	1448260.827648	1497.447222	1047.693647	1038.170088	1048.193647	1010.329912	16.351998	31.577629	1354162.540502	804.247719	1461.101163	926.809570	33378.277344	1683.762985	910.554098	9451.000000	7.529016	9.049829	9.234783	8.864875	327.906249	0.991195	15227946.670959	19.284054	1061.728460	19.784054	986.771540	16.357994	31.576895	1663943.648077	1574.917748	1056.527333	46759.226562	2068.944192	908.112213	6.531272	11.682546	11.702945	11.662147	317.395103	0.998251	29241525.543743	1989.815682	1209.611880	1990.315682	838.888120	16.346522	31.563870	1448260.827648	1497.447222	967.153170	26477.583984	1800.764606	909.850810	9.018277	11.584386	11.697741	11.471032	329.804967	0.998431	13277496.460645	2459358.004694
63	ogg2m001-ep05-20210522-0217-e91.fits.fz	63.000000	0.000000	59358.001157	2459358.001157	NaN	NaN	NaN	NaN	NaN	1.070318	11.658086	16.000000	60.000000	90.000000	0.930458	1.142604	0.000000	0.001392	0.001603	0.000000	668.501204	712.854862	0.000000	1451764.428016	1499.725448	1048.057047	1037.640396	1048.557047	1010.859604	16.351999	31.577624	1350806.206606	804.247719	1461.434775	924.301399	24896.943359	1679.589726	915.148331	9295.000000	7.852132	9.209013	9.354933	9.063093	349.277166	0.998841	13796486.257109	19.701084	1061.264123	20.201084	987.235877	16.357994	31.576882	1658791.939559	1574.290599	1053.675821	38747.593750	2062.538568	913.728269	6.431269	11.825329	11.882973	11.767686	327.709258	0.999484	26244824.825034	1990.303516	1209.120597	1990.803516	839.379403	16.346522	31.563865	1451764.428016	1499.725448	968.020133	21450.316406	1805.120976	912.459385	9.282633	11.629976	11.631696	11.628255	44.305830	0.999851	12522190.836169	2459358.005508
64	ogg2m001-ep05-20210522-0218-e91.fits.fz	64.000000	0.000000	59358.001971	2459358.001971	NaN	NaN	NaN	NaN	NaN	1.071933	11.212129	16.000000	60.000000	90.000000	0.929230	1.144011	0.000000	0.001388	0.001602	0.000000	669.255578	714.229397	0.000000	1451116.508620	1496.908971	1048.107109	1037.867251	1048.607109	1010.632749	16.351999	31.577629	1348420.428089	804.247719	1457.614960	925.086847	32467.500000	1676.623254	905.433273	9360.000000	7.355356	9.072747	9.156523	8.988971	327.581645	0.998114	15038119.206654	19.750253	1061.472485	20.250253	987.027515	16.357995	31.576888	1660093.167656	1571.574229	1056.325013	49723.933594	2064.156513	902.856619	5.930304	11.662872	11.708747	11.616997	327.215238	0.999638	29479391.782107	1990.388964	1209.293295	1990.888964	839.206705	16.346522	31.563873	1451116.508620	1496.908971	969.408652	28183.390625	1804.315354	904.042332	8.692641	11.500477	11.519149	11.481804	18.273329	0.999984	13840481.571644	2459358.006322
65	ogg2m001-ep05-20210522-0219-e91.fits.fz	65.000000	0.000000	59358.002785	2459358.002785	NaN	NaN	NaN	NaN	NaN	1.073567	11.489058	16.000000	60.000000	90.000000	0.933269	1.143391	0.000000	0.001387	0.001596	0.000000	672.640138	716.456807	0.000000	1450921.043280	1491.231903	1047.358030	1038.309949	1047.858030	1010.190051	16.351999	31.577630	1354099.015545	804.247719	1454.554990	930.936970	32069.025391	1683.683998	888.037788	9544.000000	7.750987	8.857913	8.987801	8.728025	338.312895	0.998373	15915827.146514	19.032698	1061.891194	19.532698	986.608806	16.357995	31.576890	1658970.494923	1566.652690	1058.926784	47369.363281	2062.760584	886.293379	6.518419	11.518183	11.560328	11.476038	324.601782	0.999505	30633770.779878	1989.516690	1209.825796	1990.016690	838.674204	16.346522	31.563867	1450921.043280	1491.231903	972.968081	26914.279297	1804.072313	886.194249	8.985640	11.379408	11.414990	11.343826	347.660375	0.999953	13955057.805126	2459358.007135
66	ogg2m001-ep05-20210522-0220-e91.fits.fz	66.000000	0.000000	59358.003599	2459358.003599	NaN	NaN	NaN	NaN	NaN	1.075236	11.775588	16.000000	60.000000	90.000000	0.933224	1.147742	0.000000	0.001386	0.001599	0.000000	673.308122	717.889830	0.000000	1446166.834856	1485.084752	1047.901701	1037.849371	1048.401701	1010.650629	16.351999	31.577632	1349597.839710	804.247719	1448.090757	931.984292	28422.621094	1678.087245	871.326413	9355.000000	8.033904	9.318451	9.351407	9.285495	323.642723	0.999433	13802736.668465	19.547577	1061.442329	20.047577	987.057671	16.357995	31.576892	1659825.833717	1562.197655	1062.494127	41895.710938	2063.824110	870.709407	6.461028	11.704597	11.658627	11.750567	306.595918	0.999262	26600266.571878	1990.153023	1209.350267	1990.653023	839.149733	16.346522	31.563870	1446166.834856	1485.084752	973.794144	25395.064453	1798.160940	869.300108	9.342774	11.703274	11.678328	11.728220	270.952649	0.999982	12297529.101843	2459358.007949
67	ogg2m001-ep05-20210522-0221-e91.fits.fz	67.000000	0.000000	59358.004411	2459358.004411	NaN	NaN	NaN	NaN	NaN	1.076925	11.658837	16.000000	60.000000	90.000000	0.932988	1.145981	0.000000	0.001382	0.001592	0.000000	675.313910	719.816952	0.000000	1449608.465466	1484.253994	1048.220652	1037.606654	1048.720652	1010.893346	16.351999	31.577628	1352467.417544	804.247719	1446.809169	934.793231	28502.005859	1681.655272	863.897966	9354.000000	7.921067	9.097156	9.138472	9.055839	319.746697	0.996967	14586387.470869	19.867824	1061.202264	20.367824	987.297736	16.357994	31.576890	1661224.353026	1559.802545	1065.022210	41582.554688	2065.563026	862.091800	6.263295	11.627496	11.623585	11.631408	314.428434	0.998863	28243382.996983	1990.368347	1209.072183	1990.868347	839.427817	16.346522	31.563868	1449608.465466	1484.253994	976.657952	24149.224609	1802.440256	862.527855	9.016559	11.509328	11.485947	11.532708	308.421957	0.999681	13017282.635422	2459358.008762
68	ogg2m001-ep05-20210522-0222-e91.fits.fz	68.000000	0.000000	59358.005224	2459358.005224	NaN	NaN	NaN	NaN	NaN	1.078648	11.611268	16.000000	60.000000	90.000000	0.930261	1.144162	0.000000	0.001375	0.001585	0.000000	676.745449	721.717061	0.000000	1454736.785798	1485.045983	1047.635501	1038.171031	1048.135501	1010.328969	16.351999	31.577628	1353284.259778	804.247719	1445.784400	936.020792	34482.375000	1682.670932	859.290262	9216.000000	7.683791	8.878343	8.973143	8.783544	322.907027	0.993861	15937125.712397	19.306365	1061.765644	19.806365	986.734356	16.357994	31.576889	1664454.197179	1559.390846	1067.374611	49731.312500	2069.579008	856.582053	6.646798	11.481162	11.490192	11.472132	316.012559	0.998018	30370266.117381	1989.858914	1209.636280	1990.358914	838.863720	16.346522	31.563870	1454736.785798	1485.045983	979.590398	29233.802734	1808.816800	858.331031	8.844377	11.333716	11.362199	11.305233	321.435966	0.999491	14289239.999542	2459358.009575
69	ogg2m001-ep05-20210522-0223-e91.fits.fz	69.000000	0.000000	59358.006038	2459358.006038	NaN	NaN	NaN	NaN	NaN	1.080401	11.383055	16.000000	60.000000	90.000000	0.932094	1.145719	0.000000	0.001381	0.001592	0.000000	674.991203	719.597194	0.000000	1451968.769703	1487.011860	1047.895043	1037.735800	1048.395043	1010.764200	16.351999	31.577626	1353372.035854	804.247719	1448.798725	934.133922	39301.214844	1682.780073	869.312636	9411.000000	7.434296	8.683573	8.668402	8.698743	312.799306	0.997927	17420612.035880	19.582225	1061.331365	20.082225	987.168635	16.357994	31.576886	1663548.021005	1562.602361	1064.600991	54867.199219	2068.452270	867.597444	6.441894	11.345775	11.260713	11.430836	302.019950	0.998827	33407218.938935	1990.139939	1209.187309	1990.639939	839.312691	16.346522	31.563869	1451968.769703	1487.011860	976.433887	32186.085938	1805.375054	869.624630	8.661706	11.204593	11.145458	11.263728	288.467443	0.999826	15575968.345161	2459358.010389
70	ogg2m001-ep05-20210522-0224-e91.fits.fz	70.000000	0.000000	59358.006853	2459358.006853	NaN	NaN	NaN	NaN	NaN	1.082180	11.496243	16.000000	60.000000	90.000000	0.929597	1.143354	0.000000	0.001381	0.001591	0.000000	673.375828	718.413497	0.000000	1453821.432331	1490.635429	1048.442679	1037.348899	1048.942679	1011.151101	16.351999	31.577628	1351467.373327	804.247719	1451.869811	930.846115	34946.984375	1680.411819	881.310519	9332.000000	7.754499	8.780131	8.853310	8.706951	323.258767	0.996563	16358393.000943	20.126254	1060.874792	20.626254	987.625208	16.357995	31.576894	1662232.044645	1564.844637	1062.234554	50049.828125	2066.815988	878.478743	6.345917	11.423197	11.423022	11.423372	314.973769	0.998878	31990298.453678	1990.610033	1208.839406	1991.110033	839.660594	16.346522	31.563867	1453821.432331	1490.635429	975.303152	30308.962891	1807.678651	879.275981	9.005259	11.369906	11.368148	11.371665	314.358215	0.999809	14641211.607512	2459358.011204
71	ogg2m001-ep05-20210522-0225-e91.fits.fz	71.000000	0.000000	59358.007668	2459358.007668	NaN	NaN	NaN	NaN	NaN	1.083989	11.641351	16.000000	60.000000	90.000000	0.929898	1.145118	0.000000	0.001380	0.001593	0.000000	673.860870	718.927374	0.000000	1453911.592914	1490.317743	1047.609970	1037.739523	1048.109970	1010.760477	16.351999	31.577631	1351990.077833	804.247719	1450.797322	931.894523	30090.851562	1681.061749	878.133223	9369.000000	7.871091	8.802414	8.839483	8.765345	317.558964	0.991086	15748500.709089	19.316174	1061.224140	19.816174	987.275860	16.357995	31.576899	1664900.282580	1565.418409	1063.549702	45776.003906	2070.133670	876.027848	6.583690	11.517397	11.509459	11.525335	314.164478	0.997766	30496407.483722	1989.818022	1209.245470	1990.318022	839.254530	16.346521	31.563868	1453911.592914	1490.317743	975.571552	26694.744141	1807.790756	878.363945	8.973030	11.349399	11.334895	11.363904	313.173652	0.998390	14114931.227521	2459358.012019
72	ogg2m001-ep05-20210522-0226-e91.fits.fz	72.000000	0.000000	59358.008481	2459358.008481	NaN	NaN	NaN	NaN	NaN	1.085827	11.662480	16.000000	60.000000	90.000000	0.932734	1.145176	0.000000	0.001384	0.001594	0.000000	674.041013	718.387619	0.000000	1451653.695212	1488.944029	1047.849532	1037.651229	1048.349532	1010.848771	16.351999	31.577632	1354006.066850	804.247719	1451.378818	932.910175	35919.414062	1683.568426	876.437191	9181.000000	7.709821	8.852282	8.968499	8.736066	333.431891	0.998085	16027809.853870	19.571294	1061.258077	20.071294	987.241923	16.357994	31.576888	1662398.796341	1564.462081	1062.600888	47883.039062	2067.023327	875.711377	6.643082	11.438776	11.452927	11.424625	317.467480	0.999173	30318252.360205	1990.153602	1209.140775	1990.653602	839.359225	16.346522	31.563874	1451653.695212	1488.944029	974.955181	29742.074219	1804.983291	874.846612	8.993187	11.371366	11.404480	11.338253	331.620547	0.999887	14397695.870404	2459358.012831
73	ogg2m001-ep05-20210522-0227-e91.fits.fz	73.000000	0.000000	59358.009294	2459358.009294	NaN	NaN	NaN	NaN	NaN	1.087686	11.917621	16.000000	60.000000	90.000000	0.931455	1.144024	0.000000	0.001381	0.001592	0.000000	674.485358	718.692433	0.000000	1450200.554155	1485.953619	1048.317855	1037.013749	1048.817855	1011.486251	16.351999	31.577627	1350796.736865	804.247719	1447.448132	933.226350	26116.974609	1679.577951	867.919154	9256.000000	8.023104	9.045252	9.079792	9.010712	319.486026	0.997602	14332830.468911	19.967204	1060.633491	20.467204	987.866509	16.357994	31.576888	1659064.582876	1561.745038	1062.314618	40116.453125	2062.877572	867.750496	6.596197	11.554203	11.537307	11.571098	312.238457	0.999077	27857019.446794	1990.569763	1208.534706	1991.069763	839.965294	16.346522	31.563863	1450200.554155	1485.953619	975.939313	23371.080078	1803.176458	866.903199	9.471082	11.495393	11.470948	11.519837	304.769899	0.999852	12805423.042787	2459358.013644
74	ogg2m001-ep05-20210522-0228-e91.fits.fz	74.000000	0.000000	59358.010107	2459358.010107	NaN	NaN	NaN	NaN	NaN	1.089582	11.786951	16.000000	60.000000	90.000000	0.932737	1.144595	0.000000	0.001387	0.001597	0.000000	672.541798	716.855122	0.000000	1447969.361754	1488.376678	1047.981713	1037.454137	1048.481713	1011.045863	16.351999	31.577632	1350574.040870	804.247719	1451.015578	930.778457	28573.976562	1679.301052	879.169543	9401.000000	7.886046	9.209960	9.221433	9.198488	316.672375	0.998177	14238650.685484	19.676932	1061.036962	20.176932	987.463038	16.357994	31.576895	1657338.509041	1562.988546	1060.365102	42172.027344	2060.731376	876.497529	6.588255	11.694739	11.631899	11.757579	304.911928	0.999029	27070276.887226	1990.243914	1208.979163	1990.743914	839.520837	16.346522	31.563868	1447969.361754	1488.376678	972.851418	25019.613281	1800.402198	878.784111	8.968929	11.599941	11.541737	11.658146	290.767016	0.999820	12920192.936359	2459358.014457
75	ogg2m001-ep05-20210522-0229-e91.fits.fz	75.000000	0.000000	59358.010920	2459358.010920	NaN	NaN	NaN	NaN	NaN	1.091506	12.002100	16.000000	60.000000	90.000000	0.934542	1.148059	0.000000	0.001398	0.001610	0.000000	668.643107	712.929501	0.000000	1440488.753805	1490.107081	1047.590614	1037.881275	1048.090614	1010.618725	16.351999	31.577628	1346197.206322	804.247719	1454.042968	925.830417	24589.517578	1673.858904	895.094509	9537.000000	8.134129	9.587783	9.761296	9.414271	336.184439	0.997117	12504060.993420	19.324150	1061.422164	19.824150	987.077836	16.357994	31.576897	1653766.052371	1566.620792	1055.626263	37824.707031	2056.289390	892.657115	6.521720	11.953498	12.018352	11.888643	328.177538	0.999403	24129558.855419	1989.794859	1209.387928	1990.294859	839.112072	16.346522	31.563861	1440488.753805	1490.107081	966.701502	21514.585938	1791.100825	894.260956	9.563501	11.912692	12.019610	11.805773	348.989540	0.999625	11121658.094546	2459358.015270
76	ogg2m001-ep05-20210522-0230-e91.fits.fz	76.000000	0.000000	59358.011732	2459358.011732	NaN	NaN	NaN	NaN	NaN	1.093461	12.173290	16.000000	60.000000	90.000000	0.932285	1.143839	0.000000	0.001391	0.001602	0.000000	670.097927	714.129176	0.000000	1446177.983089	1491.756342	1047.989125	1037.112095	1048.489125	1011.387905	16.351999	31.577634	1348250.184167	804.247719	1453.980436	927.282205	28787.830078	1676.411573	892.730241	9338.000000	8.076789	9.139243	9.315362	8.963123	338.588340	0.997241	14266843.176246	19.709763	1060.720907	20.209763	987.779093	16.357994	31.576896	1654194.487267	1566.543343	1055.951943	42964.035156	2056.822105	891.592159	6.894794	11.721598	11.779836	11.663360	326.388883	0.999341	27032784.850918	1990.249508	1208.571278	1990.749508	839.928722	16.346521	31.563872	1446177.983089	1491.756342	969.446513	23715.972656	1798.174802	891.898106	9.546187	11.639203	11.693027	11.585379	350.863517	0.999905	12604888.752282	2459358.016083
77	ogg2m001-ep05-20210522-0231-e91.fits.fz	77.000000	0.000000	59358.012545	2459358.012545	NaN	NaN	NaN	NaN	NaN	1.095437	11.997175	16.000000	60.000000	90.000000	0.932435	1.143663	0.000000	0.001394	0.001604	0.000000	668.937863	713.013594	0.000000	1446747.552327	1495.008381	1048.259014	1037.127348	1048.759014	1011.372652	16.351999	31.577628	1348998.601222	804.247719	1457.242176	925.720257	32368.783203	1677.342153	902.890860	9332.000000	7.921713	8.985086	9.086739	8.883433	331.042833	0.998186	15274079.956915	19.932666	1060.698387	20.432666	987.801613	16.357994	31.576890	1654591.138669	1568.959897	1054.578349	49718.410156	2057.315301	901.174434	6.666740	11.604345	11.628247	11.580443	319.448135	0.999290	29368815.611596	1990.425712	1208.585683	1990.925712	839.914317	16.346522	31.563871	1446747.552327	1495.008381	967.718690	27449.931641	1798.883003	902.319589	9.229782	11.541751	11.551361	11.532140	29.034955	0.999990	13520844.842402	2459358.016896
